Sample id,sample no,description ,descp no,date,time,year,month,day,hour,minute,filter pore-size,method ,method No. ,Isco  no. 
351K,351,Elder,0,2/24/2009,13:33,2009,2,24,13,33,0.45,Control,1,5
352K,352,Elder,0,2/25/2009,13:33,2009,2,25,13,33,0.45,Control,1,6
353K,353,Elder,0,2/26/2009,13:33,2009,2,26,13,33,0.45,Control,1,7
354K,354,Elder,0,2/27/2009,13:33,2009,2,27,13,33,0.45,Control,1,8
355K,355,Elder,0,2/28/2009,13:33,2009,2,28,13,33,0.45,Control,1,9
356K,356,Elder,0,3/1/2009,13:33,2009,3,1,13,33,0.45,Control,1,10
357K,357,Elder,0,3/2/2009,13:34,2009,3,2,13,34,0.45,Control,1,11
358K,358,Elder,0,3/3/2009,13:33,2009,3,3,13,33,0.45,Control,1,13
359K,359,Elder,0,3/4/2009,13:33,2009,3,4,13,33,0.45,Control,1,14
360K,360,Elder,0,3/5/2009,13:33,2009,3,5,13,33,0.45,Control,1,15
361K,361,Elder,0,3/6/2009,13:33,2009,3,6,13,33,0.45,Control,1,16
362K,362,Elder,0,3/7/2009,13:33,2009,3,7,13,33,0.45,Control,1,17
363K,363,Elder,0,3/8/2009,13:33,2009,3,8,13,33,0.45,Control,1,18
364K,364,Elder,0,3/9/2009,13:33,2009,3,9,13,33,0.45,Control,1,19
365K,365,Elder,0,3/10/2009,13:33,2009,3,10,13,33,0.45,Control,1,20
366K,366,Elder,0,3/11/2009,13:33,2009,3,11,13,33,0.45,Control,1,21
367K,367,Elder,0,3/12/2009,13:33,2009,3,12,13,33,0.45,Control,1,22
368K,368,Elder,0,3/13/2009,13:33,2009,3,13,13,33,0.45,Control,1,23
369K,369,Elder,0,3/14/2009,13:33,2009,3,14,13,33,0.45,Control,1,24
370K,370,Well 1,1,3/21/2009,11:03,2009,3,21,11,3,0.45,Control,1,1
371K,371,Well 1,1,3/22/2009,11:03,2009,3,22,11,3,0.45,Control,1,2
372K,372,Well 1,1,3/23/2009,11:03,2009,3,23,11,3,0.45,Control,1,3
373K,373,Well 1,1,3/24/2009,11:03,2009,3,24,11,3,0.45,Control,1,4
374K,374,Well 1,1,3/25/2009,11:03,2009,3,25,11,3,0.45,Control,1,5
375K,375,Well 1,1,3/26/2009,11:03,2009,3,26,11,3,0.45,Control,1,6
376K,376,Well 1,1,3/27/2009,11:03,2009,3,27,11,3,0.45,Control,1,7
377K,377,Well 1,1,3/28/2009,11:04,2009,3,28,11,4,0.45,Control,1,8
378K,378,Well 1,1,3/29/2009,11:03,2009,3,29,11,3,0.45,Control,1,9
379K,379,Well 1,1,3/30/2009,12:03,2009,3,30,12,3,0.45,Control,1,10
380K,380,Well 1,1,3/31/2009,11:03,2009,3,31,11,3,0.45,Control,1,11
381K,381,Well 1,1,4/1/2009,11:03,2009,4,1,11,3,0.45,Control,1,13
382K,382,Well 1,1,4/2/2009,11:03,2009,4,2,11,3,0.45,Control,1,14
383K,383,Well 1,1,4/3/2009,11:03,2009,4,3,11,3,0.45,Control,1,15
384K,384,Well 1,1,4/4/2009,11:03,2009,4,4,11,3,0.45,Control,1,16
385K,385,Well 1,1,4/5/2009,11:03,2009,4,5,11,3,0.45,Control,1,17
386K,386,Well 1,1,4/6/2009,11:03,2009,4,6,11,3,0.45,Control,1,18
387K,387,Well 1,1,4/7/2009,11:03,2009,4,7,11,3,0.45,Control,1,19
388K,388,Well 1,1,4/8/2009,11:03,2009,4,8,11,3,0.45,Control,1,20
389K,389,Well 1,1,4/9/2009,11:03,2009,4,9,11,3,0.45,Control,1,21
390K,390,Well 1,1,4/10/2009,11:03,2009,4,10,11,3,0.45,Control,1,22
391K,391,Well 1,1,4/11/2009,11:03,2009,4,11,11,3,0.45,Control,1,23
392K,392,Well 1,1,4/12/2009,11:03,2009,4,12,11,3,0.45,Control,1,24
393K,393,Elder,0,3/21/2009,11:03,2009,3,21,11,3,0.45,Control,1,1
394K,394,Elder,0,3/22/2009,11:03,2009,3,22,11,3,0.45,Control,1,2
395K,395,Elder,0,3/23/2009,11:03,2009,3,23,11,3,0.45,Control,1,3
396K,396,Elder,0,3/24/2009,11:03,2009,3,24,11,3,0.45,Control,1,4
397K,397,Elder,0,3/25/2009,11:03,2009,3,25,11,3,0.45,Control,1,5
398K,398,Elder,0,3/26/2009,11:03,2009,3,26,11,3,0.45,Control,1,6
399K,399,Elder,0,3/27/2009,11:03,2009,3,27,11,3,0.45,Control,1,7
400K,400,Elder,0,3/28/2009,11:04,2009,3,28,11,4,0.45,Control,1,8
401K,401,Elder,0,3/29/2009,11:03,2009,3,29,11,3,0.45,Control,1,9
402K,402,Elder,0,3/30/2009,12:03,2009,3,30,12,3,0.45,Control,1,10
403K,403,Elder,0,3/31/2009,11:03,2009,3,31,11,3,0.45,Control,1,11
404K,404,Elder,0,4/1/2009,11:03,2009,4,1,11,3,0.45,Control,1,13
405K,405,Elder,0,4/2/2009,11:03,2009,4,2,11,3,0.45,Control,1,14
406K,406,Elder,0,4/3/2009,11:03,2009,4,3,11,3,0.45,Control,1,15
407K,407,Elder,0,4/4/2009,11:03,2009,4,4,11,3,0.45,Control,1,16
408K,408,Elder,0,4/5/2009,11:03,2009,4,5,11,3,0.45,Control,1,17
409K,409,Elder,0,4/6/2009,11:03,2009,4,6,11,3,0.45,Control,1,18
410K,410,Elder,0,4/7/2009,11:03,2009,4,7,11,3,0.45,Control,1,19
411K,411,Elder,0,4/8/2009,11:03,2009,4,8,11,3,0.45,Control,1,20
412K,412,Elder,0,4/9/2009,11:03,2009,4,9,11,3,0.45,Control,1,21
413K,413,Elder,0,4/10/2009,11:03,2009,4,10,11,3,0.45,Control,1,22
414K,414,Elder,0,4/11/2009,11:03,2009,4,11,11,3,0.45,Control,1,23
415K,415,Elder,0,4/12/2009,11:03,2009,4,12,11,3,0.45,Control,1,24
416K,416,Well 10,10,3/27/2009,11:03,2009,3,27,11,3,0.45,Control,1,1
417K,417,Well 10,10,3/28/2009,11:03,2009,3,28,11,3,0.45,Control,1,2
418K,418,Well 10,10,3/29/2009,11:03,2009,3,29,11,3,0.45,Control,1,3
419K,419,Well 10,10,3/30/2009,11:03,2009,3,30,11,3,0.45,Control,1,4
420K,420,Well 10,10,3/31/2009,11:03,2009,3,31,11,3,0.45,Control,1,5
421K,421,Well 10,10,4/1/2009,11:03,2009,4,1,11,3,0.45,Control,1,6
422K,422,Well 10,10,4/2/2009,11:03,2009,4,2,11,3,0.45,Control,1,7
423K,423,Well 10,10,4/3/2009,11:04,2009,4,3,11,4,0.45,Control,1,8
424K,424,Well 10,10,4/4/2009,11:03,2009,4,4,11,3,0.45,Control,1,9
425K,425,Well 10,10,4/5/2009,12:03,2009,4,5,12,3,0.45,Control,1,10
426K,426,Well 10,10,4/6/2009,11:03,2009,4,6,11,3,0.45,Control,1,11
427K,427,Well 10,10,4/7/2009,11:03,2009,4,7,11,3,0.45,Control,1,13
428K,428,Well 10,10,4/8/2009,11:03,2009,4,8,11,3,0.45,Control,1,14
429K,429,Well 10,10,4/9/2009,11:03,2009,4,9,11,3,0.45,Control,1,15
430K,430,Well 10,10,4/10/2009,11:03,2009,4,10,11,3,0.45,Control,1,16
431K,431,Well 10,10,4/11/2009,11:03,2009,4,11,11,3,0.45,Control,1,17
432K,432,Well 10,10,4/12/2009,11:03,2009,4,12,11,3,0.45,Control,1,18
433K,433,Well 10,10,4/13/2009,11:03,2009,4,13,11,3,0.45,Control,1,19
434K,434,Well 10,10,4/14/2009,11:03,2009,4,14,11,3,0.45,Control,1,20
435K,435,Well 10,10,4/15/2009,11:03,2009,4,15,11,3,0.45,Control,1,21
436K,436,Well 10,10,4/16/2009,11:03,2009,4,16,11,3,0.45,Control,1,22
437K,437,Well 10,10,4/17/2009,11:03,2009,4,17,11,3,0.45,Control,1,23
438K,438,Well 10,10,4/18/2009,11:03,2009,4,18,11,3,0.45,Control,1,24
439K,439,Elder,0,4/29/2009,10:30,2009,4,29,10,30,0.45,Ref,9,0
440K,440,Well 1,1,4/29/2009,10:55,2009,4,29,10,55,0.45,Ref,9,0
441K,441,Well 2,2,4/29/2009,,2009,4,29,0,0,0.45,Ref,9,0
442K,442,Well 3,3,4/29/2009,13:35,2009,4,29,13,35,0.45,Ref,9,0
443K,443,Well 5,5,4/29/2009,13:00,2009,4,29,13,0,0.45,Ref,9,0
444K,444,Well 6,6,4/29/2009,12:40,2009,4,29,12,40,0.45,Ref,9,0
445K,445,Well 7,7,4/29/2009,12:20,2009,4,29,12,20,0.45,Ref,9,0
446K,446,Well 10,10,4/29/2009,11:35,2009,4,29,11,35,0.45,Ref,9,0
447K,447,Well 1,1,4/29/2009,11:03,2009,4,29,11,3,0.45,Control,1,1
448K,448,Well 1,1,4/30/2009,11:03,2009,4,30,11,3,0.45,Control,1,2
449K,449,Well 1,1,5/1/2009,11:03,2009,5,1,11,3,0.45,Control,1,3
450K,450,Well 1,1,5/2/2009,11:03,2009,5,2,11,3,0.45,Control,1,4
451K,451,Well 1,1,5/3/2009,11:03,2009,5,3,11,3,0.45,Control,1,5
452K,452,Well 1,1,5/4/2009,11:03,2009,5,4,11,3,0.45,Control,1,6
453K,453,Well 1,1,5/5/2009,11:03,2009,5,5,11,3,0.45,Control,1,7
454K,454,Well 1,1,5/6/2009,11:03,2009,5,6,11,3,0.45,Control,1,8
455K,455,Well 1,1,5/7/2009,11:03,2009,5,7,11,3,0.45,Control,1,9
456K,456,Well 1,1,5/8/2009,11:03,2009,5,8,11,3,0.45,Control,1,10
457K,457,Well 1,1,5/9/2009,11:03,2009,5,9,11,3,0.45,Control,1,11
458K,458,Well 1,1,5/10/2009,11:03,2009,5,10,11,3,0.45,Control,1,13
459K,459,Well 1,1,5/11/2009,11:03,2009,5,11,11,3,0.45,Control,1,14
460K,460,Well 1,1,5/12/2009,11:03,2009,5,12,11,3,0.45,Control,1,15
461K,461,Well 1,1,5/13/2009,11:03,2009,5,13,11,3,0.45,Control,1,16
462K,462,Well 1,1,5/14/2009,11:03,2009,5,14,11,3,0.45,Control,1,17
463K,463,Well 1,1,5/15/2009,11:03,2009,5,15,11,3,0.45,Control,1,18
464K,464,Well 1,1,5/16/2009,11:03,2009,5,16,11,3,0.45,Control,1,19
465K,465,Well 1,1,5/17/2009,11:03,2009,5,17,11,3,0.45,Control,1,20
466K,466,Well 1,1,5/18/2009,11:03,2009,5,18,11,3,0.45,Control,1,21
467K,467,Well 1,1,5/19/2009,11:03,2009,5,19,11,3,0.45,Control,1,22
468K,468,Well 1,1,5/20/2009,11:03,2009,5,20,11,3,0.45,Control,1,23
469K,469,Well 1,1,5/21/2009,11:03,2009,5,21,11,3,0.45,Control,1,24
470K,470,Elder,0,4/29/2009,11:03,2009,4,29,11,3,0.45,Control,1,1
471K,471,Elder,0,4/30/2009,11:03,2009,4,30,11,3,0.45,Control,1,2
472K,472,Elder,0,5/1/2009,11:03,2009,5,1,11,3,0.45,Control,1,3
473K,473,Elder,0,5/2/2009,11:03,2009,5,2,11,3,0.45,Control,1,4
474K,474,Elder,0,5/3/2009,11:03,2009,5,3,11,3,0.45,Control,1,5
475K,475,Elder,0,5/4/2009,11:03,2009,5,4,11,3,0.45,Control,1,6
476K,476,Elder,0,5/5/2009,11:03,2009,5,5,11,3,0.45,Control,1,7
477K,477,Elder,0,5/6/2009,11:03,2009,5,6,11,3,0.45,Control,1,8
478K,478,Elder,0,5/7/2009,,2009,5,7,0,0,0.45,Control,1,9
479K,479,Elder,0,5/8/2009,11:03,2009,5,8,11,3,0.45,Control,1,10
480K,480,Elder,0,5/9/2009,11:03,2009,5,9,11,3,0.45,Control,1,11
481K,481,Elder,0,5/10/2009,11:03,2009,5,10,11,3,0.45,Control,1,13
482K,482,Elder,0,5/11/2009,11:03,2009,5,11,11,3,0.45,Control,1,14
483K,483,Elder,0,5/12/2009,11:03,2009,5,12,11,3,0.45,Control,1,15
484K,484,Elder,0,5/13/2009,11:03,2009,5,13,11,3,0.45,Control,1,16
485K,485,Elder,0,5/14/2009,11:03,2009,5,14,11,3,0.45,Control,1,17
486K,486,Elder,0,5/15/2009,11:03,2009,5,15,11,3,0.45,Control,1,18
487K,487,Elder,0,5/16/2009,11:03,2009,5,16,11,3,0.45,Control,1,19
488K,488,Elder,0,5/17/2009,,2009,5,17,0,0,0.45,Control,1,20
489K,489,Elder,0,5/18/2009,11:03,2009,5,18,11,3,0.45,Control,1,21
490K,490,Elder,0,5/19/2009,11:03,2009,5,19,11,3,0.45,Control,1,22
491K,491,Elder,0,5/20/2009,11:03,2009,5,20,11,3,0.45,Control,1,23
492K,492,Elder,0,5/21/2009,11:03,2009,5,21,11,3,0.45,Control,1,24
493K,493,Elder,0,5/25/2009,17:45,2009,5,25,17,45,0.45,Ref,9,0
494K,494,Well 1,1,5/25/2009,17:40,2009,5,25,17,40,0.45,Ref,9,0
495K,495,Well 2,2,5/25/2009,17:00,2009,5,25,17,0,0.45,Ref,9,0
496K,496,Well 3,3,5/25/2009,17:00,2009,5,25,17,0,0.45,Ref,9,0
497K,497,Well 5,5,5/25/2009,18:00,2009,5,25,18,0,0.45,Ref,9,0
498K,498,Well 6,6,5/25/2009,18:15,2009,5,25,18,15,0.45,Ref,9,0
499K,499,Well 7,7,5/25/2009,18:30,2009,5,25,18,30,0.45,Ref,9,0
500K,500,Well 10,10,5/26/2009,12:40,2009,5,26,12,40,0.45,Ref,9,0
501K,501,Well 1,1,5/26/2009,10:03,2009,5,26,10,3,0.45,Control,1,1
502K,502,Well 1,1,5/27/2009,10:03,2009,5,27,10,3,0.45,Control,1,2
503K,503,Well 1,1,5/28/2009,10:03,2009,5,28,10,3,0.45,Control,1,3
504K,504,Well 1,1,5/29/2009,10:03,2009,5,29,10,3,0.45,Control,1,4
505K,505,Well 1,1,5/30/2009,10:03,2009,5,30,10,3,0.45,Control,1,5
506K,506,Well 1,1,5/31/2009,10:03,2009,5,31,10,3,0.45,Control,1,6
507K,507,Well 1,1,6/1/2009,10:03,2009,6,1,10,3,0.45,Control,1,7
508K,508,Well 1,1,6/2/2009,10:03,2009,6,2,10,3,0.45,Control,1,8
509K,509,Well 1,1,6/3/2009,11:03,2009,6,3,11,3,0.45,Control,1,9
510K,510,Well 1,1,6/4/2009,10:03,2009,6,4,10,3,0.45,Control,1,10
511K,511,Well 1,1,6/5/2009,10:03,2009,6,5,10,3,0.45,Control,1,11
512K,512,Well 1,1,6/6/2009,10:03,2009,6,6,10,3,0.45,Control,1,13
513K,513,Well 1,1,6/7/2009,10:03,2009,6,7,10,3,0.45,Control,1,14
514K,514,Well 1,1,6/8/2009,10:03,2009,6,8,10,3,0.45,Control,1,15
515K,515,Well 1,1,6/9/2009,10:03,2009,6,9,10,3,0.45,Control,1,16
516K,516,Well 1,1,6/10/2009,10:03,2009,6,10,10,3,0.45,Control,1,17
517K,517,Well 1,1,6/11/2009,10:03,2009,6,11,10,3,0.45,Control,1,18
518K,518,Well 1,1,6/12/2009,11:03,2009,6,12,11,3,0.45,Control,1,19
519K,519,Well 1,1,6/13/2009,10:03,2009,6,13,10,3,0.45,Control,1,20
520K,520,Well 1,1,6/14/2009,10:03,2009,6,14,10,3,0.45,Control,1,21
521K,521,Well 1,1,6/15/2009,10:03,2009,6,15,10,3,0.45,Control,1,22
522K,522,Well 1,1,6/16/2009,10:03,2009,6,16,10,3,0.45,Control,1,23
523K,523,Well 1,1,6/17/2009,10:03,2009,6,17,10,3,0.45,Control,1,24
524K,524,Elder,0,5/26/2009,10:03,2009,5,26,10,3,0.45,Control,1,1
525K,525,Elder,0,5/27/2009,10:03,2009,5,27,10,3,0.45,Control,1,2
526K,526,Elder,0,5/28/2009,10:03,2009,5,28,10,3,0.45,Control,1,3
527K,527,Elder,0,5/29/2009,10:03,2009,5,29,10,3,0.45,Control,1,4
528K,528,Elder,0,5/30/2009,10:03,2009,5,30,10,3,0.45,Control,1,5
529K,529,Elder,0,5/31/2009,10:03,2009,5,31,10,3,0.45,Control,1,6
530K,530,Elder,0,6/1/2009,10:03,2009,6,1,10,3,0.45,Control,1,7
531K,531,Elder,0,6/2/2009,10:03,2009,6,2,10,3,0.45,Control,1,8
532K,532,Elder,0,6/3/2009,11:03,2009,6,3,11,3,0.45,Control,1,9
533K,533,Elder,0,6/4/2009,10:03,2009,6,4,10,3,0.45,Control,1,10
534K,534,Elder,0,6/5/2009,10:03,2009,6,5,10,3,0.45,Control,1,11
535K,535,Elder,0,6/6/2009,10:03,2009,6,6,10,3,0.45,Control,1,13
536K,536,Elder,0,6/7/2009,10:03,2009,6,7,10,3,0.45,Control,1,14
537K,537,Elder,0,6/8/2009,10:03,2009,6,8,10,3,0.45,Control,1,15
538K,538,Elder,0,6/9/2009,10:03,2009,6,9,10,3,0.45,Control,1,16
539K,539,Elder,0,6/10/2009,10:03,2009,6,10,10,3,0.45,Control,1,17
540K,540,Elder,0,6/11/2009,10:03,2009,6,11,10,3,0.45,Control,1,18
541K,541,Elder,0,6/12/2009,11:03,2009,6,12,11,3,0.45,Control,1,19
542K,542,Elder,0,6/13/2009,10:03,2009,6,13,10,3,0.45,Control,1,20
543K,543,Elder,0,6/14/2009,10:03,2009,6,14,10,3,0.45,Control,1,21
544K,544,Elder,0,6/15/2009,10:03,2009,6,15,10,3,0.45,Control,1,22
545K,545,Elder,0,6/16/2009,10:03,2009,6,16,10,3,0.45,Control,1,23
546K,546,Elder,0,6/17/2009,10:03,2009,6,17,10,3,0.45,Control,1,24
547K,547,Elder,0,7/2/2009,10:45,2009,7,2,10,45,0.45,Ref,9,0
548K,548,Well 1,1,7/2/2009,11:00,2009,7,2,11,0,0.45,Ref,9,0
549K,549,Well 3,3,7/2/2009,14:20,2009,7,2,14,20,0.45,Ref,9,0
550K,550,Well 5,5,7/2/2009,13:45,2009,7,2,13,45,0.45,Ref,9,0
551K,551,Well 6,6,7/2/2009,13:20,2009,7,2,13,20,0.45,Ref,9,0
552K,552,Well 7,7,7/2/2009,13:00,2009,7,2,13,0,0.45,Ref,9,0
553K,553,Well 10,10,7/2/2009,12:25,2009,7,2,12,25,0.45,Ref,9,0
554K,554,Well 1,1,7/2/2009,12:03,2009,7,2,12,3,0.45,Control,1,1
555K,555,Well 1,1,7/3/2009,12:03,2009,7,3,12,3,0.45,Control,1,2
556K,556,Well 1,1,7/4/2009,12:03,2009,7,4,12,3,0.45,Control,1,3
557K,557,Well 1,1,7/5/2009,12:03,2009,7,5,12,3,0.45,Control,1,4
558K,558,Well 1,1,7/6/2009,12:03,2009,7,6,12,3,0.45,Control,1,5
559K,559,Well 1,1,7/7/2009,12:03,2009,7,7,12,3,0.45,Control,1,6
560K,560,Well 1,1,7/8/2009,12:03,2009,7,8,12,3,0.45,Control,1,7
561K,561,Well 1,1,7/9/2009,12:03,2009,7,9,12,3,0.45,Control,1,8
562K,562,Well 1,1,7/10/2009,12:03,2009,7,10,12,3,0.45,Control,1,9
563K,563,Well 1,1,7/11/2009,12:03,2009,7,11,12,3,0.45,Control,1,10
564K,564,Well 1,1,7/12/2009,12:03,2009,7,12,12,3,0.45,Control,1,11
565K,565,Well 1,1,7/13/2009,12:03,2009,7,13,12,3,0.45,Control,1,13
566K,566,Well 1,1,7/14/2009,12:03,2009,7,14,12,3,0.45,Control,1,14
567K,567,Well 1,1,7/15/2009,12:03,2009,7,15,12,3,0.45,Control,1,15
568K,568,Well 1,1,7/16/2009,12:03,2009,7,16,12,3,0.45,Control,1,16
569K,569,Well 1,1,7/17/2009,12:03,2009,7,17,12,3,0.45,Control,1,17
570K,570,Well 1,1,7/18/2009,12:03,2009,7,18,12,3,0.45,Control,1,18
571K,571,Well 1,1,7/19/2009,12:03,2009,7,19,12,3,0.45,Control,1,19
572K,572,Well 1,1,7/20/2009,12:03,2009,7,20,12,3,0.45,Control,1,20
573K,573,Well 1,1,7/21/2009,12:03,2009,7,21,12,3,0.45,Control,1,21
574K,574,Well 1,1,7/22/2009,12:03,2009,7,22,12,3,0.45,Control,1,22
575K,575,Well 1,1,7/23/2009,12:03,2009,7,23,12,3,0.45,Control,1,23
576K,576,Well 1,1,7/24/2009,12:03,2009,7,24,12,3,0.45,Control,1,24
577K,577,Elder,0,7/2/2009,12:03,2009,7,2,12,3,0.45,Control,1,1
578K,578,Elder,0,7/3/2009,12:03,2009,7,3,12,3,0.45,Control,1,2
579K,579,Elder,0,7/4/2009,12:03,2009,7,4,12,3,0.45,Control,1,3
580K,580,Elder,0,7/5/2009,12:03,2009,7,5,12,3,0.45,Control,1,4
581K,581,Elder,0,7/6/2009,12:03,2009,7,6,12,3,0.45,Control,1,5
582K,582,Elder,0,7/7/2009,12:03,2009,7,7,12,3,0.45,Control,1,6
583K,583,Elder,0,7/8/2009,12:03,2009,7,8,12,3,0.45,Control,1,7
584K,584,Elder,0,7/9/2009,12:03,2009,7,9,12,3,0.45,Control,1,8
585K,585,Elder,0,7/10/2009,12:03,2009,7,10,12,3,0.45,Control,1,9
586K,586,Elder,0,7/11/2009,12:03,2009,7,11,12,3,0.45,Control,1,10
587K,587,Elder,0,7/12/2009,12:03,2009,7,12,12,3,0.45,Control,1,11
588K,588,Elder,0,7/13/2009,12:03,2009,7,13,12,3,0.45,Control,1,13
589K,589,Elder,0,7/14/2009,12:03,2009,7,14,12,3,0.45,Control,1,14
590K,590,Elder,0,7/15/2009,12:03,2009,7,15,12,3,0.45,Control,1,15
591K,591,Elder,0,7/16/2009,12:03,2009,7,16,12,3,0.45,Control,1,16
592K,592,Elder,0,7/17/2009,12:03,2009,7,17,12,3,0.45,Control,1,17
593K,593,Elder,0,7/18/2009,12:03,2009,7,18,12,3,0.45,Control,1,18
594K,594,Elder,0,7/19/2009,12:03,2009,7,19,12,3,0.45,Control,1,19
595K,595,Elder,0,7/20/2009,12:03,2009,7,20,12,3,0.45,Control,1,20
596K,596,Elder,0,7/21/2009,12:03,2009,7,21,12,3,0.45,Control,1,21
597K,597,Elder,0,7/22/2009,12:03,2009,7,22,12,3,0.45,Control,1,22
598K,598,Elder,0,7/23/2009,12:03,2009,7,23,12,3,0.45,Control,1,23
599K,599,Elder,0,7/24/2009,12:03,2009,7,24,12,3,0.45,Control,1,24
600K,600,Elder,0,8/5/2009,11:00,2009,8,5,11,0,0.45,Ref,9,0
601K,601,Well 1,1,8/5/2009,10:00,2009,8,5,10,0,0.45,Ref,9,0
602K,602,Well 3,3,8/5/2009,14:05,2009,8,5,14,5,0.45,Ref,9,0
603K,603,Well 5,5,8/5/2009,1:30,2009,8,5,1,30,0.45,Ref,9,0
604K,604,Well 6,6,8/5/2009,13:00,2009,8,5,13,0,0.45,Ref,9,0
605K,605,Well 7,7,8/5/2009,12:50,2009,8,5,12,50,0.45,Ref,9,0
606K,606,Well 10,10,8/5/2009,11:45,2009,8,5,11,45,0.45,Ref,9,0
607K,607,Well 1,1,8/5/2009,14:47,2009,8,5,14,47,0.45,Control,1,1
608K,608,Well 1,1,8/6/2009,14:48,2009,8,6,14,48,0.45,Control,1,2
609K,609,Well 1,1,8/7/2009,14:48,2009,8,7,14,48,0.45,Control,1,3
610K,610,Well 1,1,8/8/2009,14:48,2009,8,8,14,48,0.45,Control,1,4
611K,611,Well 1,1,8/9/2009,14:48,2009,8,9,14,48,0.45,Control,1,5
612K,612,Well 1,1,8/10/2009,14:48,2009,8,10,14,48,0.45,Control,1,6
613K,613,Well 1,1,8/11/2009,14:48,2009,8,11,14,48,0.45,Control,1,7
614K,614,Well 1,1,8/12/2009,14:48,2009,8,12,14,48,0.45,Control,1,8
615K,615,Well 1,1,8/13/2009,14:48,2009,8,13,14,48,0.45,Control,1,9
616K,616,Well 1,1,8/14/2009,14:48,2009,8,14,14,48,0.45,Control,1,10
617K,617,Well 1,1,8/15/2009,14:48,2009,8,15,14,48,0.45,Control,1,11
618K,618,Well 1,1,8/16/2009,14:48,2009,8,16,14,48,0.45,Control,1,13
619K,619,Well 1,1,8/17/2009,14:49,2009,8,17,14,49,0.45,Control,1,14
620K,620,Well 1,1,8/18/2009,14:48,2009,8,18,14,48,0.45,Control,1,15
621K,621,Well 1,1,8/19/2009,14:48,2009,8,19,14,48,0.45,Control,1,16
622K,622,Well 1,1,8/20/2009,14:48,2009,8,20,14,48,0.45,Control,1,17
623K,623,Well 1,1,8/21/2009,14:48,2009,8,21,14,48,0.45,Control,1,18
624K,624,Well 1,1,8/22/2009,14:48,2009,8,22,14,48,0.45,Control,1,19
625K,625,Well 1,1,8/23/2009,14:48,2009,8,23,14,48,0.45,Control,1,20
626K,626,Well 1,1,8/24/2009,14:48,2009,8,24,14,48,0.45,Control,1,21
627K,627,Well 1,1,8/25/2009,14:48,2009,8,25,14,48,0.45,Control,1,22
628K,628,Well 1,1,8/26/2009,14:48,2009,8,26,14,48,0.45,Control,1,23
629K,629,Well 1,1,8/27/2009,14:48,2009,8,27,14,48,0.45,Control,1,24
630K,630,Elder,0,8/5/2009,14:47,2009,8,5,14,47,0.45,Control,1,1
631K,631,Elder,0,8/6/2009,14:48,2009,8,6,14,48,0.45,Control,1,2
632K,632,Elder,0,8/7/2009,14:48,2009,8,7,14,48,0.45,Control,1,3
633K,633,Elder,0,8/8/2009,14:48,2009,8,8,14,48,0.45,Control,1,4
634K,634,Elder,0,8/9/2009,14:48,2009,8,9,14,48,0.45,Control,1,5
635K,635,Elder,0,8/10/2009,14:48,2009,8,10,14,48,0.45,Control,1,6
636K,636,Elder,0,8/11/2009,14:48,2009,8,11,14,48,0.45,Control,1,7
637K,637,Elder,0,8/12/2009,14:48,2009,8,12,14,48,0.45,Control,1,8
638K,638,Elder,0,8/13/2009,14:48,2009,8,13,14,48,0.45,Control,1,9
639K,639,Elder,0,8/14/2009,14:48,2009,8,14,14,48,0.45,Control,1,10
640K,640,Elder,0,8/15/2009,14:48,2009,8,15,14,48,0.45,Control,1,11
641K,641,Elder,0,8/16/2009,14:48,2009,8,16,14,48,0.45,Control,1,13
642K,642,Elder,0,8/17/2009,14:49,2009,8,17,14,49,0.45,Control,1,14
643K,643,Elder,0,8/18/2009,14:48,2009,8,18,14,48,0.45,Control,1,15
644K,644,Elder,0,8/19/2009,14:48,2009,8,19,14,48,0.45,Control,1,16
645K,645,Elder,0,8/20/2009,14:48,2009,8,20,14,48,0.45,Control,1,17
646K,646,Elder,0,8/21/2009,14:48,2009,8,21,14,48,0.45,Control,1,18
647K,647,Elder,0,8/22/2009,14:48,2009,8,22,14,48,0.45,Control,1,19
648K,648,Elder,0,8/23/2009,14:48,2009,8,23,14,48,0.45,Control,1,20
649K,649,Elder,0,8/24/2009,14:48,2009,8,24,14,48,0.45,Control,1,21
650K,650,Elder,0,8/25/2009,14:48,2009,8,25,14,48,0.45,Control,1,22
651K,651,Elder,0,8/26/2009,14:48,2009,8,26,14,48,0.45,Control,1,23
652K,652,Elder,0,8/27/2009,14:48,2009,8,27,14,48,0.45,Control,1,24
653K,653,Elder,0,9/4/2009,11:45,2009,9,4,11,45,0.45,Ref,9,0
654K,654,Well 1,1,9/4/2009,11:30,2009,9,4,11,30,0.45,Ref,9,0
655K,655,Well 3,3,9/4/2009,12:40,2009,9,4,12,40,0.45,Ref,9,0
656K,656,Well 5,5,9/4/2009,13:05,2009,9,4,13,5,0.45,Ref,9,0
657K,657,Well 6,6,9/4/2009,13:30,2009,9,4,13,30,0.45,Ref,9,0
658K,658,Well 7,7,9/4/2009,13:50,2009,9,4,13,50,0.45,Ref,9,0
659K,659,Well 10,10,9/4/2009,14:10,2009,9,4,14,10,0.45,Ref,9,0
660K,660,Well 1,1,9/4/2009,19:31,2009,9,4,19,31,0.45,MB,2,1
661K,661,Well 1,1,9/5/2009,14:02,2009,9,5,14,2,0.45,MB,2,2
662K,662,Well 1,1,9/6/2009,14:03,2009,9,6,14,3,0.45,Control,1,3
