Sample id,sample no,description ,descp no,date,time,year,month,day,hour,minute,filter pore-size,method ,method No. ,Isco  no. 
1819 K,1819,Elder,0,12/9/2010,11:33,2010,12,9,11,33,0.45,Control,1,21
1820 K,1820,Elder,0,12/10/2010,11:33,2010,12,10,11,33,0.45,Control,1,22
1821 K,1821,Elder,0,12/11/2010,11:33,2010,12,11,11,33,0.4,MB,3,23
1822 K,1822,Elder,0,12/12/2010,11:33,2010,12,12,11,33,0.4,MB,3,24
1823 K,1823,Well 10,10,11/20/2010,11:32,2010,11,20,11,32,1,MB,5,1
1824 K,1824,Well 10,10,11/21/2010,11:33,2010,11,21,11,33,1,MB,5,2
1825 K,1825,Well 10,10,11/22/2010,11:33,2010,11,22,11,33,0.45,Control,1,3
1826 K,1826,Well 10,10,11/23/2010,11:33,2010,11,23,11,33,0.45,Control,1,4
1827 K,1827,Well 10,10,11/24/2010,11:33,2010,11,24,11,33,1,MB,5,5
1828 K,1828,Well 10,10,11/25/2010,11:33,2010,11,25,11,33,1,MB,5,6
1829 K,1829,Well 10,10,11/26/2010,11:33,2010,11,26,11,33,0.45,Control,1,7
1830 K,1830,Well 10,10,11/27/2010,11:33,2010,11,27,11,33,0.45,Control,1,8
1831 K,1831,Well 10,10,11/28/2010,11:33,2010,11,28,11,33,1,MB,5,9
1832 K,1832,Well 10,10,11/29/2010,11:33,2010,11,29,11,33,1,MB,5,10
1833 K,1833,Well 10,10,11/30/2010,11:33,2010,11,30,11,33,0.4,MB,3,11
1834 K,1834,Well 10,10,12/1/2010,11:33,2010,12,1,11,33,0.45,Control,1,13
1835 K,1835,Well 10,10,12/2/2010,11:33,2010,12,2,11,33,1,MB,5,14
1836 K,1836,Well 10,10,12/3/2010,11:33,2010,12,3,11,33,1,MB,5,15
1837 K,1837,Well 10,10,12/4/2010,11:33,2010,12,4,11,33,0.45,Control,1,16
1838 K,1838,Well 10,10,12/5/2010,11:33,2010,12,5,11,33,0.45,Control,1,17
1839 K,1839,Well 10,10,12/6/2010,11:33,2010,12,6,11,33,1,MB,5,18
1840 K,1840,Well 10,10,12/7/2010,11:33,2010,12,7,11,33,1,MB,5,19
1841 K,1841,Well 10,10,12/8/2010,11:33,2010,12,8,11,33,0.45,Control,1,20
1842 K,1842,Well 10,10,12/9/2010,11:33,2010,12,9,11,33,0.45,Control,1,21
1843 K,1843,Well 10,10,12/10/2010,11:33,2010,12,10,11,33,0.45,Control,1,22
1844 K,1844,Well 10,10,12/11/2010,11:33,2010,12,11,11,33,0.45,Control,1,23
1845 K,1845,Well 10,10,12/12/2010,11:33,2010,12,12,11,33,0.45,Control,1,24
1846 K,1846,Well 1,1,12/17/2010,,2010,12,17,0,0,0.45,Ref,9,0
1847 K,1847,Well 3,2,12/17/2010,,2010,12,17,0,0,0.45,Ref,9,0
1848 K,1848,Well 10,10,12/17/2010,,2010,12,17,0,0,0.45,Ref,9,0
1849 K,1849,Elder,0,12/17/2010,,2010,12,17,0,0,0.45,Ref,9,0
1850 K,1850,Well 1,1,12/17/2010,,2010,12,17,0,0,1,Ref,9,0
1851 K,1851,Well 3,2,12/17/2010,,2010,12,17,0,0,1,Ref,9,0
1852 K,1852,Well 10,10,12/17/2010,,2010,12,17,0,0,1,Ref,9,0
1853 K,1853,Elder,0,12/17/2010,,2010,12,17,0,0,1,Ref,9,0
1854 K,1854,Well 1,1,12/17/2010,15:28,2010,12,17,15,28,0.45,MB,2,1
1855 K,1855,Well 1,1,12/17/2010,15:28,2010,12,17,15,28,1,MB,5,2
1856 K,1856,Well 1,1,12/17/2010,15:28,2010,12,17,15,28,1,MB,5,3
1857 K,1857,Well 1,1,12/17/2010,15:28,2010,12,17,15,28,0.45,MB,2,4
1858 K,1858,Well 1,1,12/17/2010,15:28,2010,12,17,15,28,0.45,Control,1,5
1859 K,1859,Well 1,1,12/17/2010,15:28,2010,12,17,15,28,0.45,Control,1,6
1860 K,1860,Well 1,1,12/19/2010,11:02,2010,12,19,11,2,0.45,Control,1,7
1861 K,1861,Well 1,1,12/21/2010,11:03,2010,12,21,11,3,0.45,Control,1,8
1862 K,1862,Well 1,1,12/23/2010,11:03,2010,12,23,11,3,0.45,Control,1,9
1863 K,1863,Well 1,1,12/25/2010,11:03,2010,12,25,11,3,0.45,Control,1,10
1864 K,1864,Well 1,1,12/27/2010,11:03,2010,12,27,11,3,0.45,Control,1,11
1865 K,1865,Well 1,1,12/29/2010,11:03,2010,12,29,11,3,0.45,Control,1,13
1866 K,1866,Well 1,1,12/31/2010,11:03,2010,12,31,11,3,0.45,Control,1,14
1867 K,1867,Well 10,10,12/17/2010,10:45,2010,12,17,10,45,0.45,MB,2,1
1868 K,1868,Well 10,10,12/17/2010,11:02,2010,12,17,11,2,1,MB,5,2
1869 K,1869,Well 10,10,12/17/2010,11:15,2010,12,17,11,15,0.45,Control,1,3
1870 K,1870,Well 10,10,12/18/2010,11:15,2010,12,18,11,15,0.45,Control,1,4
1871 K,1871,Well 10,10,12/19/2010,11:16,2010,12,19,11,16,0.45,Control,1,5
1872 K,1872,Well 10,10,12/20/2010,11:16,2010,12,20,11,16,0.45,Control,1,6
1873 K,1873,Well 10,10,12/21/2010,11:15,2010,12,21,11,15,0.45,Control,1,7
1874 K,1874,Well 10,10,12/22/2010,11:15,2010,12,22,11,15,0.45,Control,1,8
1875 K,1875,Well 10,10,12/23/2010,11:16,2010,12,23,11,16,0.45,Control,1,9
1876 K,1876,Well 10,10,12/24/2010,11:16,2010,12,24,11,16,0.45,Control,1,10
1877 K,1877,Well 10,10,12/25/2010,11:15,2010,12,25,11,15,0.45,Control,1,11
1878 K,1878,Well 10,10,12/26/2010,11:15,2010,12,26,11,15,0.45,Control,1,13
1879 K,1879,Well 10,10,12/27/2010,11:16,2010,12,27,11,16,0.45,Control,1,14
1880 K,1880,Well 10,10,12/28/2010,11:16,2010,12,28,11,16,0.45,Control,1,15
1881 K,1881,Well 10,10,12/29/2010,11:15,2010,12,29,11,15,0.45,Control,1,16
1882 K,1882,Well 10,10,12/30/2010,11:16,2010,12,30,11,16,0.45,Control,1,17
1883 K,1883,Well 10,10,12/31/2010,11:16,2010,12,31,11,16,0.45,Control,1,18
1884 K,1884,Well 10,10,1/1/2011,11:16,2011,1,1,11,16,0.45,Control,1,19
1885 K,1885,Well 10,10,1/2/2011,11:16,2011,1,2,11,16,0.45,Control,1,20
1886 K,1886,Well 10,10,1/3/2011,11:15,2011,1,3,11,15,0.45,Control,1,21
1887 K,1887,Well 10,10,1/4/2011,11:16,2011,1,4,11,16,0.45,Control,1,22
1888 K,1888,Well 10,10,1/5/2011,11:16,2011,1,5,11,16,0.45,Control,1,23
1889 K,1889,Well 10,10,1/6/2011,11:16,2011,1,6,11,16,0.45,Control,1,24
1890 K,1890,Well 3,3,12/17/2010,10:45,2010,12,17,10,45,0.45,Control,1,1
1891 K,1891,Well 3,3,12/17/2010,11:02,2010,12,17,11,2,1,MB,5,2
1892 K,1892,Well 3,3,12/17/2010,11:15,2010,12,17,11,15,0.45,MB,2,3
1893 K,1893,Well 3,3,12/18/2010,11:15,2010,12,18,11,15,0.45,Control,1,4
1894 K,1894,Well 3,3,12/19/2010,11:16,2010,12,19,11,16,0.45,Control,1,5
1895 K,1895,Well 3,3,12/20/2010,11:16,2010,12,20,11,16,0.45,Control,1,6
1896 K,1896,Well 3,3,12/21/2010,11:15,2010,12,21,11,15,0.45,Control,1,7
1897 K,1897,Well 3,3,12/22/2010,11:15,2010,12,22,11,15,0.45,Control,1,8
1898 K,1898,Well 3,3,12/23/2010,11:16,2010,12,23,11,16,0.45,Control,1,9
1899 K,1899,Well 3,3,12/24/2010,11:16,2010,12,24,11,16,0.45,Control,1,10
1900 K,1900,Well 3,3,12/25/2010,11:15,2010,12,25,11,15,0.45,Control,1,11
1901 K,1901,Well 3,3,12/26/2010,11:15,2010,12,26,11,15,0.45,Control,1,13
1902 K,1902,Well 3,3,12/27/2010,11:16,2010,12,27,11,16,0.45,Control,1,14
1903 K,1903,Well 1,1,2/4/2011,,2011,2,4,0,0,0.45,Ref,9,0
1904 K,1904,Well 3,3,2/4/2011,,2011,2,4,0,0,0.45,Ref,9,0
1905 K,1905,Well 10,10,2/4/2011,,2011,2,4,0,0,0.45,Ref,9,0
1906 K,1906,Elder,0,2/4/2011,,2011,2,4,0,0,0.45,Ref,9,0
1907 K,1907,Well 10,10,2/4/2011,11:10,2011,2,4,11,10,0.45,MB,2,1
1908 K,1908,Well 10,10,2/4/2011,11:27,2011,2,4,11,27,0.45,Control,1,2
1909 K,1909,Well 10,10,2/5/2011,11:27,2011,2,5,11,27,0.45,MB,2,3
1910 K,1910,Well 10,10,2/6/2011,11:28,2011,2,6,11,28,0.45,Control,1,4
1911 K,1911,Well 10,10,2/7/2011,11:28,2011,2,7,11,28,0.45,MB,2,5
1912 K,1912,Well 10,10,2/8/2011,11:28,2011,2,8,11,28,0.45,Control,1,6
1913 K,1913,Well 10,10,2/9/2011,11:28,2011,2,9,11,28,0.45,MB,2,7
1914 K,1914,Well 10,10,2/10/2011,11:28,2011,2,10,11,28,0.45,Control,1,8
1915 K,1915,Well 10,10,2/11/2011,11:28,2011,2,11,11,28,0.45,MB,2,9
1916 K,1916,Well 10,10,2/12/2011,11:27,2011,2,12,11,27,0.45,Control,1,10
1917 K,1917,Well 10,10,2/13/2011,11:27,2011,2,13,11,27,0.45,MB,2,11
1918 K,1918,Well 10,10,2/14/2011,11:27,2011,2,14,11,27,0.45,Control,1,13
1919 K,1919,Well 10,10,2/15/2011,11:27,2011,2,15,11,27,0.45,MB,2,14
1920 K,1920,Well 10,10,2/16/2011,11:28,2011,2,16,11,28,0.45,Control,1,15
1921 K,1921,Well 10,10,2/17/2011,11:28,2011,2,17,11,28,0.45,MB,2,16
1922 K,1922,Well 10,10,2/18/2011,11:27,2011,2,18,11,27,0.45,Control,1,17
1923 K,1923,Well 10,10,2/19/2011,11:28,2011,2,19,11,28,0.45,MB,2,18
1924 K,1924,Well 10,10,2/20/2011,11:28,2011,2,20,11,28,0.45,Control,1,19
1925 K,1925,Well 10,10,2/21/2011,11:27,2011,2,21,11,27,0.45,MB,2,20
1926 K,1926,Well 10,10,2/22/2011,11:28,2011,2,22,11,28,0.45,Control,1,21
1927 K,1927,Well 10,10,2/23/2011,11:28,2011,2,23,11,28,0.45,MB,2,22
1928 K,1928,Well 10,10,2/24/2011,11:28,2011,2,24,11,28,0.45,Control,1,23
1929 K,1929,Well 10,10,2/25/2011,11:28,2011,2,25,11,28,0.45,MB,2,24
1930 K,1930,Well 3,3,2/4/2011,13:02,2011,2,4,13,2,0.45,Ref,9,0
1931 K,1931,Well 3,3,2/5/2011,13:02,2011,2,5,13,2,0.45,MB,2,1
1932 K,1932,Well 3,3,2/6/2011,13:02,2011,2,6,13,2,0.45,Control,1,2
1933 K,1933,Well 3,3,2/7/2011,13:03,2011,2,7,13,3,0.45,MB,2,3
1934 K,1934,Well 3,3,2/8/2011,13:03,2011,2,8,13,3,0.45,Control,1,4
1935 K,1935,Well 3,3,2/9/2011,13:02,2011,2,9,13,2,0.45,MB,2,5
1936 K,1936,Well 3,3,2/10/2011,13:02,2011,2,10,13,2,0.45,Control,1,6
1937 K,1937,Well 3,3,2/11/2011,13:02,2011,2,11,13,2,0.45,MB,2,7
1938 K,1938,Well 3,3,2/12/2011,13:02,2011,2,12,13,2,0.45,Control,1,8
1939 K,1939,Well 3,3,2/13/2011,13:02,2011,2,13,13,2,0.45,MB,2,9
1940 K,1940,Well 3,3,2/14/2011,13:02,2011,2,14,13,2,0.45,Control,1,10
1941 K,1941,Well 3,3,2/15/2011,13:01,2011,2,15,13,1,0.45,MB,2,11
1942 K,1942,Well 3,3,2/16/2011,13:01,2011,2,16,13,1,0.45,Control,1,13
1943 K,1943,Well 3,3,2/17/2011,13:02,2011,2,17,13,2,0.45,MB,2,14
1944 K,1944,Well 3,3,2/18/2011,13:02,2011,2,18,13,2,0.45,Control,1,15
1945 K,1945,Well 3,3,2/19/2011,13:02,2011,2,19,13,2,0.45,MB,2,16
1946 K,1946,Well 3,3,2/20/2011,13:02,2011,2,20,13,2,0.45,Control,1,17
1947 K,1947,Well 3,3,2/21/2011,13:02,2011,2,21,13,2,0.45,MB,2,18
1948 K,1948,Well 3,3,2/22/2011,13:02,2011,2,22,13,2,0.45,Control,1,19
1949 K,1949,Well 3,3,2/23/2011,13:02,2011,2,23,13,2,0.45,MB,2,20
1950 K,1950,Well 3,3,2/24/2011,13:02,2011,2,24,13,2,0.45,Control,1,21
1951 K,1951,Well 3,3,2/25/2011,13:02,2011,2,25,13,2,0.45,MB,2,22
1952 K,1952,Well 1,1,2/4/2011,15:20,2011,2,4,15,20,0.4,MB,3,1
1953 K,1953,Well 1,1,2/6/2011,15:43,2011,2,6,15,43,1,MB,5,2
1954 K,1954,Well 1,1,2/11/2011,15:32,2011,2,11,15,32,0.45,MB,2,4
1955 K,1955,Well 1,1,2/19/2011,16:07,2011,2,19,16,7,0.45,MB,2,7
1956 K,1956,Well 1,1,2/20/2011,16:08,2011,2,20,16,8,0.45,MB,2,9
1957 K,1957,Well 1,1,2/21/2011,16:08,2011,2,21,16,8,0.45,MB,2,11
1958 K,1958,Well 1,1,2/22/2011,16:08,2011,2,22,16,8,0.45,MB,2,14
1959 K,1959,Well 1,1,2/24/2011,16:08,2011,2,24,16,8,0.45,MB,2,16
1960 K,1960,Well 1,1,2/26/2011,16:08,2011,2,26,16,8,0.45,MB,2,18
1961 K,1961,Well 1,1,2/28/2011,16:08,2011,2,28,16,8,0.45,MB,2,20
1962 K,1962,Well 1,1,3/2/2011,16:08,2011,3,2,16,8,0.45,MB,2,22
1963 K,1963,Well 1,1,3/4/2011,16:08,2011,3,4,16,8,0.45,MB,2,24
1964 K,1964,Elder,0,2/4/2011,15:20,2011,2,4,15,20,0.45,MB,2,1
1965 K,1965,Elder,0,2/6/2011,15:43,2011,2,6,15,43,0.45,Control,1,2
1966 K,1966,Elder,0,2/11/2011,15:32,2011,2,11,15,32,0.45,MB,2,4
1967 K,1967,Elder,0,2/19/2011,16:07,2011,2,19,16,7,0.45,Control,1,7
1968 K,1968,Elder,0,2/20/2011,16:08,2011,2,20,16,8,0.45,MB,2,9
1969 K,1969,Elder,0,2/21/2011,16:08,2011,2,21,16,8,0.45,MB,2,11
1970 K,1970,Elder,0,2/22/2011,16:08,2011,2,22,16,8,0.45,Control,1,14
1971 K,1971,Elder,0,2/24/2011,16:08,2011,2,24,16,8,0.45,Control,1,16
1972 K,1972,Elder,0,2/26/2011,16:08,2011,2,26,16,8,0.45,Control,1,18
1973 K,1973,Elder,0,2/28/2011,16:08,2011,2,28,16,8,0.45,Control,1,20
1974 K,1974,Elder,0,3/2/2011,16:08,2011,3,2,16,8,0.45,Control,1,22
1975 K,1975,Elder,0,3/4/2011,16:08,2011,3,4,16,8,0.45,Control,1,24
1976 K,1976,Well 1,1,3/11/2011,,2011,3,11,0,0,0.4,Ref,9,0
1977 K,1977,Well 3,3,3/11/2011,,2011,3,11,0,0,0.4,Ref,9,0
1978 K,1978,Well 10,10,3/11/2011,,2011,3,11,0,0,0.4,Ref,9,0
1979 K,1979,Elder,0,3/11/2011,,2011,3,11,0,0,0.4,Ref,9,0
1980 K,1980,Well 1,1,3/11/2011,,2011,3,11,0,0,1,Ref,9,0
1981 K,1981,Well 3,2,3/11/2011,,2011,3,11,0,0,1,Ref,9,0
1982 K,1982,Well 10,10,3/11/2011,,2011,3,11,0,0,1,Ref,9,0
1983 K,1983,Elder,0,3/11/2011,,2011,3,11,0,0,0.1,Ref,9,0
1984 K,1984,Well 1,1,3/11/2011,15:23,2011,3,11,15,23,0.4,MB,3,1
1985 K,1985,Well 1,1,3/11/2011,15:23,2011,3,11,15,23,0.4,MB,3,2
1986 K,1986,Well 1,1,3/11/2011,15:23,2011,3,11,15,23,0.4,MB,3,3
1987 K,1987,Well 1,1,3/11/2011,15:23,2011,3,11,15,23,0.45,Control,1,4
1988 K,1988,Well 1,1,3/12/2011,15:23,2011,3,12,15,23,0.4,MB,3,5
1989 K,1989,Well 1,1,3/13/2011,15:23,2011,3,13,15,23,0.4,MB,3,6
1990 K,1990,Well 1,1,3/14/2011,15:23,2011,3,14,15,23,0.4,MB,3,7
1991 K,1991,Well 1,1,3/15/2011,15:23,2011,3,15,15,23,0.45,Control,1,8
1992 K,1992,Well 1,1,3/16/2011,15:23,2011,3,16,15,23,0.4,MB,3,9
1993 K,1993,Well 1,1,3/17/2011,15:23,2011,3,17,15,23,0.45,Control,1,10
1994 K,1994,Well 1,1,3/18/2011,15:23,2011,3,18,15,23,0.4,MB,3,11
1995 K,1995,Well 1,1,3/19/2011,15:23,2011,3,19,15,23,0.45,Control,1,13
1996 K,1996,Well 1,1,3/20/2011,15:23,2011,3,20,15,23,1,MB,5,14
1997 K,1997,Well 1,1,3/21/2011,15:23,2011,3,21,15,23,1,MB,5,15
1998 K,1998,Well 1,1,3/22/2011,15:23,2011,3,22,15,23,1,MB,5,16
1999 K,1999,Well 1,1,3/23/2011,15:23,2011,3,23,15,23,0.45,Control,1,17
2000 K,2000,Well 1,1,3/24/2011,15:23,2011,3,24,15,23,0.4,MB,3,18
2001 K,2001,Well 1,1,3/25/2011,15:23,2011,3,25,15,23,0.4,MB,3,19
2002 K,2002,Well 1,1,3/26/2011,15:23,2011,3,26,15,23,0.45,Control,1,20
2003 K,2003,Well 1,1,3/27/2011,15:23,2011,3,27,15,23,1,MB,5,21
2004 K,2004,Well 1,1,3/28/2011,15:23,2011,3,28,15,23,0.4,MB,3,22
2005 K,2005,Well 1,1,3/29/2011,15:23,2011,3,29,15,23,0.45,Control,1,23
2006 K,2006,Well 1,1,3/30/2011,15:23,2011,3,30,15,23,0.4,MB,3,24
2007 K,2007,Elder,0,3/11/2011,,2011,3,11,0,0,0.4,MB,3,1
2008 K,2008,Elder,0,3/11/2011,,2011,3,11,0,0,0.4,MB,3,2
2009 K,2009,Elder,0,3/11/2011,,2011,3,11,0,0,0.45,Control,1,3
2010 K,2010,Elder,0,3/11/2011,15:22,2011,3,11,15,22,0.4,MB,3,4
2011 K,2011,Elder,0,3/12/2011,15:22,2011,3,12,15,22,0.4,MB,3,5
2012 K,2012,Elder,0,3/13/2011,15:23,2011,3,13,15,23,0.45,Control,1,6
2013 K,2013,Elder,0,3/14/2011,15:23,2011,3,14,15,23,0.4,MB,3,7
2014 K,2014,Elder,0,3/15/2011,15:23,2011,3,15,15,23,0.4,MB,3,8
2015 K,2015,Elder,0,3/16/2011,15:23,2011,3,16,15,23,0.45,Control,1,9
2016 K,2016,Elder,0,3/17/2011,15:23,2011,3,17,15,23,0.1,pc,8,10
2017 K,2017,Elder,0,3/18/2011,15:23,2011,3,18,15,23,0.1,pc,8,11
2018 K,2018,Elder,0,3/19/2011,15:23,2011,3,19,15,23,0.45,Control,1,13
2019 K,2019,Elder,0,3/20/2011,15:23,2011,3,20,15,23,0.1,pc,8,14
2020 K,2020,Elder,0,3/21/2011,15:23,2011,3,21,15,23,0.1,pc,8,15
2021 K,2021,Elder,0,3/22/2011,15:23,2011,3,22,15,23,0.45,Control,1,16
2022 K,2022,Elder,0,3/23/2011,15:23,2011,3,23,15,23,0.1,pc,8,17
2023 K,2023,Elder,0,3/24/2011,15:23,2011,3,24,15,23,0.1,pc,8,18
2024 K,2024,Elder,0,3/25/2011,15:23,2011,3,25,15,23,0.45,Control,1,19
2025 K,2025,Elder,0,3/26/2011,15:23,2011,3,26,15,23,0.1,pc,8,20
2026 K,2026,Elder,0,3/27/2011,15:23,2011,3,27,15,23,0.1,pc,8,21
2027 K,2027,Elder,0,3/28/2011,15:23,2011,3,28,15,23,0.45,Control,1,22
2028 K,2028,Elder,0,3/29/2011,15:23,2011,3,29,15,23,0.1,pc,8,23
2029 K,2029,Elder,0,3/30/2011,15:23,2011,3,30,15,23,0.1,pc,8,24
2030 K,2030,Well 10,10,3/11/2011,11:57,2011,3,11,11,57,0.4,MB,3,1
2031 K,2031,Well 10,10,3/11/2011,11:57,2011,3,11,11,57,0.4,MB,3,2
2032 K,2032,Well 10,10,3/11/2011,11:57,2011,3,11,11,57,0.4,MB,3,3
2033 K,2033,Well 10,10,3/11/2011,11:57,2011,3,11,11,57,0.4,MB,3,4
2034 K,2034,Well 10,10,3/11/2011,11:57,2011,3,11,11,57,0.45,Control,1,5
2035 K,2035,Well 10,10,3/12/2011,11:57,2011,3,12,11,57,0.4,MB,3,6
2036 K,2036,Well 10,10,3/13/2011,11:57,2011,3,13,11,57,0.4,MB,3,7
2037 K,2037,Well 10,10,3/14/2011,11:57,2011,3,14,11,57,0.4,MB,3,8
2038 K,2038,Well 10,10,3/15/2011,11:57,2011,3,15,11,57,0.45,Control,1,9
2039 K,2039,Well 10,10,3/16/2011,11:57,2011,3,16,11,57,1,MB,5,10
2040 K,2040,Well 10,10,3/17/2011,11:57,2011,3,17,11,57,1,MB,5,11
2041 K,2041,Well 10,10,3/18/2011,11:57,2011,3,18,11,57,1,MB,5,13
2042 K,2042,Well 10,10,3/19/2011,11:57,2011,3,19,11,57,0.45,Control,1,14
2043 K,2043,Well 10,10,3/20/2011,11:57,2011,3,20,11,57,0.45,Control,1,15
2044 K,2044,Well 10,10,3/21/2011,11:57,2011,3,21,11,57,0.45,Control,1,16
2045 K,2045,Well 10,10,3/22/2011,11:57,2011,3,22,11,57,0.45,Control,1,17
2046 K,2046,Well 10,10,3/23/2011,11:57,2011,3,23,11,57,0.45,Control,1,18
2047 K,2047,Well 10,10,3/24/2011,11:58,2011,3,24,11,58,0.45,Control,1,19
2048 K,2048,Well 10,10,3/25/2011,11:57,2011,3,25,11,57,0.45,Control,1,20
2049 K,2049,Well 10,10,3/26/2011,11:57,2011,3,26,11,57,0.45,Control,1,21
2050 K,2050,Well 10,10,3/27/2011,11:57,2011,3,27,11,57,0.45,Control,1,22
2051 K,2051,Well 10,10,3/28/2011,11:58,2011,3,28,11,58,0.45,Control,1,23
2052 K,2052,Well 10,10,3/29/2011,11:58,2011,3,29,11,58,0.45,Control,1,24
2053 K,2053,,,,,,,,,,0.4,Ref,9,0
2054 K,2054,,,,,,,,,,0.4,Ref,9,0
2055 K,2055,,,,,,,,,,0.4,Ref,9,0
2056 K,2056,,,,,,,,,,0.4,Ref,9,0
2057 K,2057,,,,,,,,,,1,Ref,9,0
2058 K,2058,,,,,,,,,,1,Ref,9,0
2059 K,2059,,,,,,,,,,1,Ref,9,0
2060 K,2060,,,,,,,,,,0.1,Ref,9,0
2061 K,2061,,,,,,,,,,0.45,Ref,9,0
2062 K,2062,,,,,,,,,,0.45,Ref,9,0
2063 K,2063,,,,,,,,,,0.45,Ref,9,0
2064 K,2064,,,,,,,,,,0.45,Ref,9,0
2065 K,2065,,,,,,,,,,0.45,Ref,9,0
2066 K,2066,,,,,,,,,,0.45,Ref,9,0
2067 K,2067,,,,,,,,,,0.45,Ref,9,0
2068 K,2068,,,,,,,,,,0.45,Ref,9,0
2069 K,2069,,,,,,,,,,0.45,Ref,9,0
2070 K,2070,,,,,,,,,,0.45,Ref,9,0
2071 K,2071,,,,,,,,,,0.45,Ref,9,0
2072 K,2072,,,,,,,,,,0.45,Ref,9,0
2073 K,2073,,,,,,,,,,0.45,Ref,9,0
2074 K,2074,,,,,,,,,,0.45,Ref,9,0
2075 K,2075,,,,,,,,,,0.45,Ref,9,0
2076 K,2076,,,,,,,,,,0.45,Ref,9,0
2077 K,2077,,,,,,,,,,0.45,Ref,9,0
2078 K,2078,,,,,,,,,,0.45,Ref,9,0
2079 K,2079,,,,,,,,,,0.45,Ref,9,0
2080 K,2080,,,,,,,,,,0.45,Ref,9,0
2081 K,2081,,,,,,,,,,0.45,Ref,9,0
2082 K,2082,,,,,,,,,,0.45,Ref,9,0
2083 K,2083,,,,,,,,,,0.45,Ref,9,0
2084 K,2084,,,,,,,,,,0.45,Ref,9,0
2085 K,2085,,,,,,,,,,0.45,Ref,9,0
2086 K,2086,,,,,,,,,,0.45,Ref,9,0
2087 K,2087,,,,,,,,,,0.45,Ref,9,0
2088 K,2088,,,,,,,,,,0.45,Ref,9,0
2089 K,2089,,,,,,,,,,0.45,Ref,9,0
2090 K,2090,,,,,,,,,,0.45,Ref,9,0
2091 K,2091,,,,,,,,,,0.45,Ref,9,0
2092 K,2092,,,,,,,,,,0.45,Ref,9,0
2093 K,2093,,,,,,,,,,0.45,Ref,9,0
2094 K,2094,,,,,,,,,,0.45,Ref,9,0
2095 K,2095,,,,,,,,,,0.45,Ref,9,0
2096 K,2096,,,,,,,,,,0.45,Ref,9,0
2097 K,2097,,,,,,,,,,0.45,Ref,9,0
2098 K,2098,,,,,,,,,,0.45,Ref,9,0
2099 K,2099,,,,,,,,,,0.45,Ref,9,0
2100 K,2100,,,,,,,,,,0.45,Ref,9,0
2101 K,2101,,,,,,,,,,0.45,Ref,9,0
2102 K,2102,,,,,,,,,,0.45,Ref,9,0
2103 K,2103,,,,,,,,,,0.45,Ref,9,0
2104 K,2104,,,,,,,,,,0.45,Ref,9,0
2105 K,2105,,,,,,,,,,0.45,Ref,9,0
2106 K,2106,,,,,,,,,,0.45,Ref,9,0
2107 K,2107,,,,,,,,,,0.45,Ref,9,0
2108 K,2108,,,,,,,,,,0.45,Ref,9,0
2109 K,2109,,,,,,,,,,0.45,Ref,9,0
2110 K,2110,,,,,,,,,,0.45,Ref,9,0
2111 K,2111,,,,,,,,,,0.45,Ref,9,0
2112 K,2112,,,,,,,,,,0.45,Ref,9,0
2113 K,2113,,,,,,,,,,0.45,Ref,9,0
2114 K,2114,,,,,,,,,,0.45,Ref,9,0
2115 K,2115,,,,,,,,,,0.45,Ref,9,0
2116 K,2116,,,,,,,,,,0.45,Ref,9,0
2117 K,2117,,,,,,,,,,0.45,Ref,9,0
2118 K,2118,,,,,,,,,,0.45,Ref,9,0
2119 K,2119,,,,,,,,,,0.45,Ref,9,0
2120 K,2120,,,,,,,,,,0.45,Ref,9,0
2121 K,2121,Well 1,1,4/1/2011,11:12,2011,4,1,11,12,1,MB,5,5
2122 K,2122,Well 1,1,4/3/2011,11:12,2011,4,3,11,12,0.45,Control,1,6
2123 K,2123,Well 1,1,4/5/2011,11:12,2011,4,5,11,12,0.4,MB,3,7
2124 K,2124,Well 1,1,4/7/2011,11:12,2011,4,7,11,12,1,MB,5,8
2125 K,2125,Well 1,1,4/9/2011,11:12,2011,4,9,11,12,0.4,MB,3,9
2126 K,2126,Well 1,1,4/11/2011,11:12,2011,4,11,11,12,1,MB,5,10
2127 K,2127,Well 1,1,4/13/2011,11:12,2011,4,13,11,12,0.45,Control,1,11
2128 K,2128,Well 1,1,4/15/2011,11:12,2011,4,15,11,12,0.4,MB,3,13
2129 K,2129,Well 1,1,4/17/2011,11:12,2011,4,17,11,12,1,MB,5,14
2130 K,2130,Well 1,1,4/19/2011,11:12,2011,4,19,11,12,0.4,MB,3,15
2131 K,2131,Well 1,1,4/21/2011,11:12,2011,4,21,11,12,1,MB,5,16
2132 K,2132,Well 1,1,4/23/2011,11:12,2011,4,23,11,12,0.45,Control,1,17
2133 K,2133,Well 1,1,4/25/2011,11:12,2011,4,25,11,12,0.4,MB,3,18
2134 K,2134,Well 1,1,4/27/2011,11:12,2011,4,27,11,12,1,MB,5,19
2135 K,2135,Well 1,1,4/29/2011,11:12,2011,4,29,11,12,0.4,MB,3,20
2136 K,2136,Well 1,1,5/1/2011,11:12,2011,5,1,11,12,1,MB,5,21
2137 K,2137,Well 1,1,5/3/2011,11:12,2011,5,3,11,12,0.45,Control,1,22
2138 K,2138,Well 1,1,5/5/2011,11:12,2011,5,5,11,12,0.4,MB,3,23
2139 K,2139,Elder,0,4/1/2011,11:12,2011,4,1,11,12,0.4,MB,3,5
