Sample Id,location,sampling_date_JD,rundate,evaporated(no = 0/ yes = 1) ,bad_filters (no = 0/yes =1),storage_time_days,Li7(LR),Li7(LR)_SD,B11(LR),B11(LR)_SD,Ca43(LR),Ca43(LR)_SD,Rb85(LR),Rb85(LR)_SD,Sr88(LR),Sr88(LR)_SD,In115(LR),In115(LR)_SD,Na23(MR),Na23(MR)_SD,Mg25(MR),Mg25(MR)_SD,Al27(MR),Al27(MR)_SD,Si28(MR),Si28(MR)_SD,P31(MR),P31(MR)_SD,Ca44(MR),Ca44(MR)_SD,Mn55(MR),Mn55(MR)_SD,Fe56(MR),Fe56(MR)_SD,Fe57(MR),Fe57(MR)_SD,Co59(MR),Co59(MR)_SD,Ni60(MR),Ni60(MR)_SD,Cu63(MR),Cu63(MR)_SD,Cu65(MR),Cu65(MR)_SD,Zn64(MR),Zn64(MR)_SD,Zn66(MR),Zn66(MR)_SD,Rb85(MR),Rb85(MR)_SD,Sr88(MR),Sr88(MR)_SD,Mo98(MR),Mo98(MR)_SD,In115(MR),In115(MR)_SD,Ba138(MR),Ba138(MR)_SD,K39(HR),K39(HR)_SD,In115(HR),In115(HR)_SD
1169,1,822.5194444,20120814,0,0,864.4805556,0.00,0.00,0.00,0.00,1219762.37,6610.89,0.00,0.00,17442.49,303.50,2.86,1.34,448350.54,15619.43,348184.02,13311.94,89.34,6.42,209147.00,2946.08,37.47,4.60,1199489.42,9985.79,781.68,7.72,-1.96,1.12,-1.04,6.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.21,0.32,18570.88,466.64,2.83,0.18,0.00,6.64,1358.70,215.73,25257.25,2073.71,0.12,3.44
1170,1,823.5194444,20120814,0,0,863.4805556,0.00,0.00,0.00,0.00,381531.73,2671.18,0.00,0.00,2573.36,68.01,5.27,0.82,224731.09,4726.63,122956.21,3024.87,189.05,8.43,230878.20,5747.06,304.79,17.74,351250.02,1305.32,367.12,2.21,63.64,4.15,58.12,5.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92,0.10,2662.92,18.71,0.69,0.11,0.00,9.30,318.87,2.51,12597.39,354.08,2.57,1.13
1171,1,824.5194444,20120814,0,0,862.4805556,0.00,0.00,0.00,0.00,1010304.51,19868.41,0.00,0.00,8645.62,231.19,2.07,1.30,350043.53,871.01,229399.31,2770.55,136.51,5.74,269700.79,3401.92,201.56,7.40,997220.20,10775.05,1612.56,2.02,22.50,0.52,21.32,4.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.49,0.69,9032.15,107.65,1.09,0.05,0.00,3.25,842.93,11.64,21288.64,364.66,1.37,0.95
1172,1,825.5194444,20120814,0,0,861.4805556,0.00,0.00,0.00,0.00,371374.78,9063.28,0.00,0.00,2370.56,40.82,3.95,3.51,222607.20,12924.69,120008.91,5927.27,121.17,1.95,231872.70,12483.93,143.56,2.48,355458.77,16155.87,112.24,0.33,23.26,2.30,25.89,6.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.96,0.41,2654.62,71.44,0.48,0.36,0.00,7.84,318.47,21.82,13462.63,931.79,2.36,1.02
1173,1,826.5194444,20120814,0,0,860.4805556,0.00,0.00,0.00,0.00,781772.02,14194.86,0.00,0.00,6346.38,644.51,-1.06,9.94,295404.36,1827.54,188319.99,9107.28,860.96,22.71,242858.19,4967.30,109.95,8.90,741660.35,45357.35,1004.29,24.92,123.78,1.16,112.01,11.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.20,0.08,6912.71,170.54,1.80,0.17,0.00,6.89,679.72,38.35,17386.18,1125.54,1.34,3.99
1174,1,827.5194444,20120814,0,0,859.4805556,0.00,0.00,0.00,0.00,1104829.36,15746.19,0.00,0.00,10485.22,102.08,0.81,2.22,350717.54,20952.88,238416.48,18430.96,623.89,8.03,230239.01,10563.58,15.96,1.13,1137113.65,4471.50,546.52,3.19,25.87,6.54,21.81,14.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.83,0.03,10761.94,466.62,1.38,0.18,0.00,17.65,1012.54,18.25,19100.91,729.44,-0.66,0.18
1175,1,828.5194444,20120814,0,0,858.4805556,0.00,0.00,0.00,0.00,1172600.82,11536.19,0.00,0.00,12450.47,229.76,1.07,1.06,374346.76,6189.27,265547.91,3985.34,1011.33,7.00,221573.38,4146.57,16.14,4.00,1198406.03,16355.40,466.98,13.92,36.23,1.97,27.80,3.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.11,0.25,12315.74,85.58,1.40,0.15,0.00,0.89,1132.33,32.87,19696.22,721.49,-1.17,2.58
1176,1,829.5194444,20120814,0,0,857.4805556,0.00,0.00,0.00,0.00,1048948.11,10450.18,0.00,0.00,11709.12,295.05,1.34,2.83,361499.11,1732.24,260839.30,1700.08,830.47,12.07,223240.26,1653.29,12.74,1.43,1062385.87,23455.54,22.00,9.33,15.03,1.05,10.42,5.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.05,0.63,11735.53,374.54,4.68,0.59,0.00,8.83,1273.29,72.29,24773.24,37.68,-1.14,1.54
1177,1,830.5194444,20120814,0,0,856.4805556,0.00,0.00,0.00,0.00,1176786.28,5045.93,0.00,0.00,15587.94,234.24,1.61,2.02,427225.05,23369.14,313569.98,18770.23,610.89,8.40,230572.95,5799.08,10.82,4.68,1217806.35,11831.91,42.65,0.23,19.89,5.62,17.95,9.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.46,0.35,15067.55,645.11,3.64,0.44,0.00,7.98,1605.66,53.98,26531.71,581.33,-1.34,1.15
1178,1,831.5194444,20120814,0,0,855.4805556,0.00,0.00,0.00,0.00,1237992.94,3329.65,0.00,0.00,20460.25,195.36,1.88,1.96,559978.69,2351.63,417298.69,3566.20,810.75,11.59,280516.48,6073.91,11.93,3.16,1299132.27,32570.10,86.36,3.57,14.27,0.09,10.93,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.99,0.34,20444.21,409.97,3.46,0.45,0.00,11.27,1901.24,172.95,31127.15,1762.84,0.17,0.41
1179,1,832.5194444,20120814,0,0,854.4805556,0.00,0.00,0.00,0.00,1574332.58,12622.59,0.00,0.00,12008.12,152.36,2.15,1.78,467147.33,5690.04,438581.83,9021.80,111.55,5.68,293674.50,900.92,90.26,7.08,1655944.07,32538.07,752.94,13.59,-0.26,2.06,4.06,5.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.27,0.41,12267.81,579.53,3.67,0.39,0.00,3.26,1294.90,12.95,36025.90,1678.27,-1.20,0.93
1180,1,833.5194444,20120814,0,0,853.4805556,0.00,0.00,0.00,0.00,529911.55,6050.56,0.00,0.00,3973.14,50.16,2.42,2.40,292383.74,5601.81,165854.54,5964.48,118.39,0.06,269961.65,5681.30,96.43,2.03,547179.06,375.58,605.10,7.71,19.45,4.66,19.84,3.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.83,0.02,4422.50,148.57,0.89,0.42,0.00,0.67,492.80,9.33,16825.03,704.85,-0.71,2.45
1181,1,834.5194444,20120814,0,0,852.4805556,0.00,0.00,0.00,0.00,1245856.83,14919.44,0.00,0.00,11601.18,102.02,2.69,3.66,427634.62,16443.31,286644.84,14593.76,100.41,5.80,303769.32,1.16,194.90,0.68,1278077.27,59044.53,2791.20,57.16,11.80,0.89,8.77,1.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,11723.05,63.82,1.78,0.23,0.00,12.15,1083.27,15.83,25736.01,212.09,0.04,0.32
1182,1,835.5194444,20120814,0,0,851.4805556,0.00,0.00,0.00,0.00,1471887.00,1214.74,0.00,0.00,15701.36,293.75,2.96,0.36,456464.56,24490.80,327911.86,13214.37,156.27,7.68,290046.05,11720.98,95.09,6.48,1530783.57,1417.72,1910.95,54.32,500.66,21.86,482.75,12.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.79,0.71,15757.43,464.36,1.92,0.17,0.00,6.50,1389.54,1.73,27800.95,1606.38,-0.16,1.00
1183,1,836.5194444,20120814,0,0,850.4805556,0.00,0.00,0.00,0.00,1354724.72,9706.90,0.00,0.00,17786.86,239.11,3.22,0.86,454567.66,22376.83,339599.70,11828.04,149.05,2.64,260510.62,282.19,51.37,3.93,1399714.89,12444.52,612.03,18.05,-1.75,7.04,2.15,5.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.94,0.53,17915.20,467.83,2.01,0.67,0.00,1.57,1467.46,58.70,26028.60,1071.82,-0.72,1.02
1184,1,837.5194444,20120814,0,0,849.4805556,0.00,0.00,0.00,0.00,1184135.62,13909.14,0.00,0.00,18866.21,409.82,3.49,1.29,483858.00,14021.12,352216.66,13376.39,792.53,22.37,246693.28,1103.35,12.14,1.21,1237093.61,41930.41,211.66,3.86,21.48,0.78,25.20,5.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.81,0.39,19450.04,29.67,1.81,0.36,0.00,8.85,1561.88,92.30,25863.95,327.05,-1.47,1.29
1185,1,838.5194444,20120814,0,0,848.4805556,0.00,0.00,0.00,0.00,983142.00,11008.38,0.00,0.00,19794.49,196.14,-0.61,2.51,523332.54,38085.28,386030.00,30587.30,1168.03,0.08,253788.62,8901.03,7.54,5.67,1056098.98,1510.11,59.54,0.15,33.87,1.15,37.06,6.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.65,0.26,19997.27,1014.95,2.25,0.06,0.00,2.69,1633.15,28.20,30037.17,266.61,-1.61,0.84
1186,1,839.5194444,20120814,0,0,847.4805556,0.00,0.00,0.00,0.00,934069.00,19643.41,0.00,0.00,18873.01,28.73,-0.18,0.97,466499.16,11939.33,352151.79,10238.95,447.48,16.10,236016.02,7009.79,5.28,7.70,1013052.39,24512.69,70.81,0.06,9.61,0.09,14.91,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.98,0.38,20073.47,658.88,2.14,0.11,-10.39,0.93,1454.70,45.21,25756.95,203.78,-1.09,0.05
1187,1,840.5194444,20120814,0,0,846.4805556,0.00,0.00,0.00,0.00,815335.85,693.54,0.00,0.00,16479.55,187.45,-6.17,1.51,433994.29,17364.76,321301.13,19238.59,444.91,17.12,204837.28,8504.04,7.38,1.06,897504.77,5744.24,55.48,1.29,65.86,3.81,68.45,4.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.34,16649.98,1217.65,2.08,0.01,-13.86,7.70,1351.93,26.41,22678.34,1100.90,-2.82,2.17
1188,1,842.51875,20120814,0,0,844.48125,0.00,0.00,0.00,0.00,858680.33,4776.46,0.00,0.00,17905.63,143.69,-3.35,0.99,453439.04,18548.11,339913.79,6465.54,442.48,2.14,216702.42,6863.65,7.52,2.94,911646.22,2628.64,131.84,4.59,38.06,5.61,40.61,7.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.71,0.25,18041.56,14.43,1.89,0.55,-17.32,11.37,1384.70,69.45,23976.78,1813.08,-3.69,2.54
1189,1,844.5194444,20120814,0,0,842.4805556,0.00,0.00,0.00,0.00,921627.49,27409.84,0.00,0.00,17897.76,443.95,-13.17,7.17,465883.56,27197.04,357160.76,20989.03,431.61,6.72,219241.68,6306.96,3.83,6.27,1000626.77,19270.78,90.70,0.14,34.52,3.13,43.07,12.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,0.16,18100.76,793.82,2.79,0.36,-20.78,2.02,1442.95,46.63,25184.02,1156.45,-4.38,1.41
1190,1,846.5194444,20120814,0,0,840.4805556,0.00,0.00,0.00,0.00,1017448.72,7783.25,0.00,0.00,18751.48,324.85,-11.90,1.43,506689.37,3619.60,382274.41,6516.11,445.66,24.49,233099.28,9361.48,13.27,0.52,1117466.59,27898.42,50.43,3.70,48.71,0.51,48.73,2.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.48,0.04,20066.78,899.28,2.84,0.47,-24.25,5.82,1515.65,76.14,26002.93,1348.96,-3.24,1.04
1191,1,848.5194444,20120814,0,0,838.4805556,0.00,0.00,0.00,0.00,288957.17,4106.31,0.00,0.00,2076.66,44.63,-12.08,1.53,213889.26,5645.73,112643.54,2117.72,387.66,4.98,221001.85,2798.17,73.87,2.57,312701.06,11498.65,5.87,0.21,53.19,4.15,58.90,7.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75,0.70,2391.66,42.89,0.61,0.27,-27.71,14.09,250.25,5.18,9693.34,844.83,-2.99,0.84
1251,10,835.5194444,20120814,0,0,851.4805556,0.00,0.00,0.00,0.00,119232.26,608.99,0.00,0.00,376.91,5.39,-12.84,1.90,276807.32,4276.25,90828.27,1320.37,108.43,17.16,379103.76,180.28,748.00,9.44,122062.32,2283.53,221.40,0.37,-14.44,3.32,-12.98,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.58,0.99,390.69,11.73,0.33,0.06,-38.11,1.73,160.67,4.14,9538.67,1371.26,-3.72,0.09
1252,10,836.5194444,20120814,0,0,850.4805556,0.00,0.00,0.00,0.00,113554.21,1509.83,0.00,0.00,363.69,3.28,-14.43,2.61,261975.78,7687.33,84668.16,2007.22,97.05,4.07,358949.08,385.08,577.98,11.55,116829.20,2879.76,1.84,0.05,1.14,0.43,5.02,6.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.57,0.30,387.75,5.91,0.37,0.08,-41.57,5.63,108.02,10.17,9728.62,955.90,-5.06,0.54
1253,10,837.5194444,20120814,0,0,849.4805556,0.00,0.00,0.00,0.00,137230.29,1339.98,0.00,0.00,434.50,7.37,-16.01,2.17,301986.36,7518.16,98948.63,5532.75,95.32,5.80,417544.87,13577.21,603.39,3.03,139255.34,1017.35,266.56,7.77,-15.71,3.27,-9.24,5.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.54,0.67,447.04,11.31,0.42,0.08,-45.03,11.10,175.86,13.73,11880.55,529.36,-5.02,1.81
1255,10,839.5194444,20120814,0,0,847.4805556,0.00,0.00,0.00,0.00,138453.59,1576.73,0.00,0.00,443.96,4.13,-17.59,0.61,288235.08,1874.12,104351.31,2788.55,88.79,10.75,391914.83,8063.74,602.79,9.67,138152.81,2325.46,251.80,0.42,-9.80,1.85,-3.09,3.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.12,0.18,439.06,4.65,0.28,0.23,-48.50,2.51,168.71,6.79,11404.26,578.71,-6.30,0.63
1256,10,840.5194444,20120814,0,0,846.4805556,0.00,0.00,0.00,0.00,128719.77,2012.27,0.00,0.00,402.73,5.18,-17.08,2.58,259657.57,517.16,97280.51,671.96,98.75,8.56,320784.79,31588.94,942.68,42.25,133763.73,7419.93,3.09,0.52,4.26,4.16,8.26,1.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.95,0.14,431.55,3.38,0.48,0.27,-45.03,14.33,117.45,6.16,9862.97,1337.51,-5.46,1.88
1257,10,842.51875,20120814,0,0,844.48125,0.00,0.00,0.00,0.00,142711.19,1905.51,0.00,0.00,446.29,2.48,-15.77,2.63,272820.72,9275.01,103487.21,5099.96,124.10,5.08,364976.28,61.07,1013.21,1.88,146408.30,4167.34,3.46,0.02,30.91,3.21,30.94,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.01,0.31,493.29,15.32,0.46,0.08,-41.57,19.45,132.88,6.61,11336.61,870.96,-4.03,1.68
1258,10,844.5194444,20120814,0,0,842.4805556,0.00,0.00,0.00,0.00,136381.13,1803.94,0.00,0.00,425.06,6.80,-14.46,0.32,266901.50,7328.08,102523.13,930.60,86.34,1.62,355716.66,8667.74,422.74,2.03,138543.29,101.43,1.75,0.12,3.99,1.20,2.39,2.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.47,0.32,419.38,2.51,0.61,0.12,-38.11,5.44,125.61,6.37,9414.99,679.93,-6.32,0.59
1259,10,846.5194444,20120814,0,0,840.4805556,0.00,0.00,0.00,0.00,148895.81,1003.00,0.00,0.00,465.76,4.49,-13.14,1.69,285520.93,21305.99,110567.23,9405.26,91.08,4.85,378441.30,8936.79,528.10,15.63,153377.65,3163.72,2.26,0.03,-2.64,0.48,-5.53,4.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.45,505.42,27.60,0.64,0.02,-34.64,0.63,124.95,3.34,11517.72,725.91,-4.45,0.70
1260,10,848.5194444,20120814,0,0,838.4805556,0.00,0.00,0.00,0.00,118806.35,992.87,0.00,0.00,365.82,5.63,-11.83,0.29,250674.94,10040.22,91467.94,6758.01,103.91,6.20,328105.56,13381.92,436.42,9.50,117115.04,1829.68,3.70,0.01,-0.32,1.93,0.12,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.14,0.45,370.13,19.26,0.32,0.17,-31.18,10.34,104.64,7.35,9879.76,785.72,-3.45,2.15
1401,10,901.5638889,20120814,0,0,785.4361111,0.00,0.00,0.00,0.00,133400.10,16739.29,0.00,0.00,448.29,19.48,-13.14,1.94,295190.43,16672.71,118486.31,5746.85,114.17,2.72,395541.05,8510.61,661.90,20.16,160680.82,4498.21,298.20,5.59,3.87,3.02,0.30,2.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.65,0.02,532.71,19.97,0.53,0.21,-24.25,4.52,187.97,5.63,12080.60,1603.80,-4.07,2.28
1402,10,902.5638889,20120814,0,0,784.4361111,0.00,0.00,0.00,0.00,156098.34,1758.99,0.00,0.00,486.62,4.88,-7.89,2.16,278988.20,10524.96,113587.46,3493.92,186.69,5.31,378105.28,8426.79,385.49,0.38,154219.70,1071.09,5.75,0.27,44.97,1.57,44.46,2.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.09,0.36,507.63,9.18,0.46,0.06,-20.78,6.21,155.18,4.40,11569.83,1107.40,-3.06,0.30
1403,10,903.5638889,20120814,0,0,783.4361111,0.00,0.00,0.00,0.00,151830.88,1206.24,0.00,0.00,470.27,7.35,-6.57,2.02,278509.39,14929.58,113130.02,6128.17,126.72,0.25,376133.88,18765.24,456.73,17.20,154684.91,137.64,308.44,10.65,-10.69,1.18,-12.83,2.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.06,0.37,506.37,9.57,0.36,0.26,-17.32,2.57,190.24,11.63,11270.73,640.46,-3.07,1.25
1404,10,904.5638889,20120814,0,0,782.4361111,0.00,0.00,0.00,0.00,152621.39,1126.68,0.00,0.00,468.82,9.92,-5.26,2.37,281969.66,8569.95,112245.05,5568.66,250.07,0.22,376441.31,15603.99,292.65,10.56,158840.98,39.94,3.73,0.22,22.15,0.72,16.46,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.16,0.66,519.52,8.48,0.35,0.11,-13.86,6.78,163.11,6.14,11398.68,1777.12,-2.64,2.97
1405,10,905.5638889,20120814,0,0,781.4361111,0.00,0.00,0.00,0.00,167565.20,1613.24,0.00,0.00,510.95,3.37,-3.94,1.70,303009.59,5478.94,121562.89,3814.03,221.57,0.50,399959.90,826.98,666.52,10.04,165293.50,523.69,326.40,1.72,2.29,3.57,1.35,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.95,0.79,541.36,14.88,0.52,0.15,-10.39,5.47,199.11,2.18,12306.60,718.50,-2.13,0.45
1406,10,906.5638889,20120814,0,1,780.4361111,0.00,0.00,0.00,0.00,251719.30,6557.16,0.00,0.00,775.06,23.06,0.00,3.01,452552.42,6266.29,184411.23,5430.98,132.07,4.14,595064.66,27540.54,404.21,5.73,250912.17,5940.36,5.77,0.47,28.02,2.99,21.51,2.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.60,0.35,863.32,125.88,0.79,0.05,0.00,0.27,268.92,12.83,20925.93,2138.18,-1.06,2.76
1407,10,907.5638889,20120814,0,1,779.4361111,0.00,0.00,0.00,0.00,176788.22,3550.02,0.00,0.00,524.00,2.66,0.00,3.62,320532.24,2988.08,131193.31,1874.52,146.28,9.52,419768.66,16220.41,637.21,33.52,178749.73,1056.19,362.95,10.49,2.56,5.89,4.51,7.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.96,0.36,554.99,3.61,0.48,0.15,0.00,8.71,207.08,14.35,14788.99,1062.03,-1.93,1.92
1408,10,908.5638889,20120814,0,0,778.4361111,0.00,0.00,0.00,0.00,167094.13,2400.01,0.00,0.00,498.32,13.86,0.00,1.28,297062.73,1182.49,122787.32,160.28,116.51,1.15,402216.95,7952.61,294.86,4.00,171595.70,1642.34,6.02,1.66,23.58,0.46,30.04,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.27,0.23,555.12,16.51,0.31,0.12,0.00,4.06,184.01,8.94,11636.13,1286.28,-0.40,0.95
1409,10,909.5638889,20120814,0,0,777.4361111,0.00,0.00,0.00,0.00,157500.90,2118.30,0.00,0.00,480.07,6.06,0.00,1.42,292271.03,18143.06,117644.90,6561.70,134.67,5.77,395060.31,844.33,287.01,2.03,167064.17,5159.45,3.44,0.07,32.24,1.36,27.98,3.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.21,0.45,562.23,31.05,0.50,0.15,0.00,11.89,175.04,12.73,10350.02,974.15,-1.80,1.00
1410,10,910.5638889,20120814,0,0,776.4361111,0.00,0.00,0.00,0.00,161072.45,2453.71,0.00,0.00,452.82,43.26,-4.27,3.35,298945.80,9767.02,120038.33,4506.15,121.94,4.37,399521.54,15919.62,312.09,7.62,168762.22,1162.97,2.79,0.03,5.45,1.10,2.58,6.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.20,0.27,559.01,10.80,0.28,0.15,0.00,7.65,179.10,14.50,11967.91,1898.64,-1.41,2.69
1411,10,911.5638889,20120814,0,0,775.4361111,0.00,0.00,0.00,0.00,182614.80,2020.84,0.00,0.00,548.92,11.30,0.00,2.33,338885.36,6087.60,137092.85,2550.56,161.22,5.91,461555.88,3520.27,323.37,18.86,189187.29,2365.73,4.22,0.07,34.29,4.66,37.57,2.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.09,0.01,626.04,38.92,0.26,0.03,0.00,3.28,194.51,4.20,13292.13,1142.38,-1.05,2.72
1412,10,912.5638889,20120814,0,0,774.4361111,0.00,0.00,0.00,0.00,176505.51,2133.03,0.00,0.00,535.73,12.61,0.00,1.76,311025.45,5181.67,127006.87,1079.42,188.82,2.10,405478.88,17796.95,370.96,0.98,169722.69,2088.81,3.15,0.12,29.62,0.70,29.47,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.19,0.19,555.11,7.57,0.36,0.03,0.00,0.21,185.68,7.36,12535.48,102.35,-2.11,0.90
2284,3,1227.510417,20120814,0,0,459.4895833,0.00,0.00,0.00,0.00,570147.90,7878.70,0.00,0.00,2501.83,18.72,0.00,1.24,343834.67,11083.11,159219.13,6097.63,59.77,1.93,371338.41,21394.58,281.89,14.41,556417.86,5845.08,156.05,3.94,10.61,3.03,11.56,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.74,0.24,2554.97,24.17,0.79,0.09,0.00,3.02,629.22,30.93,11888.31,982.94,-2.97,1.72
2285,3,1229.510417,20120814,0,0,457.4895833,0.00,0.00,0.00,0.00,607224.69,4274.67,0.00,0.00,2891.57,68.55,0.00,1.68,369926.40,593.16,166855.22,2869.33,359.00,3.01,387528.37,7341.56,278.36,40.16,621856.20,5460.10,237.55,5.79,37.20,1.10,34.26,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.56,0.42,3030.53,41.77,1.54,0.15,0.00,8.85,616.65,44.03,13902.02,868.43,-1.73,1.13
2286,3,1231.510417,20120814,0,0,455.4895833,0.00,0.00,0.00,0.00,578689.37,5026.58,0.00,0.00,2545.99,34.50,0.00,2.57,355047.32,7236.79,167692.03,7503.88,540.78,28.94,386951.41,3500.45,316.23,18.43,609006.56,17715.10,205.25,5.00,17.28,3.91,16.36,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.81,2857.41,175.14,0.84,0.00,0.00,18.22,675.55,17.93,13252.35,740.13,-0.43,1.31
2287,3,1233.510417,20120814,0,0,453.4895833,0.00,0.00,0.00,0.00,381574.01,7565.80,0.00,0.00,1734.94,19.25,0.00,1.63,323457.52,6160.01,152089.87,5716.75,101.73,4.52,374130.79,11242.48,4.70,0.75,382762.43,8458.63,-0.19,0.08,-14.14,2.02,-14.81,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.74,0.26,1828.82,35.16,0.59,0.08,0.00,2.85,617.77,9.38,9758.05,520.91,-1.87,2.53
2288,3,1235.510417,20120814,0,0,451.4895833,0.00,0.00,0.00,0.00,554048.67,10528.27,0.00,0.00,2243.02,36.13,0.00,2.02,344760.57,2454.82,166433.18,309.26,61.06,6.03,401868.69,3929.27,284.23,58.85,562022.76,17809.72,200.06,2.27,57.10,3.31,54.83,6.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.51,0.05,2560.31,70.35,1.24,0.11,0.00,0.38,641.61,10.77,12036.30,1528.25,-0.28,1.79
2289,3,1237.510417,20120814,0,0,449.4895833,0.00,0.00,0.00,0.00,602462.01,6666.50,0.00,0.00,2773.67,81.68,0.00,3.87,355947.44,1343.82,163177.73,3017.37,56.36,0.57,414756.83,3106.69,243.73,0.83,582288.46,45579.78,372.08,2.35,7.96,0.37,2.94,1.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.83,0.29,2908.54,60.07,6.25,0.03,0.00,3.26,626.28,9.94,13555.10,565.58,1.99,1.92
