,sample id ,sample id numb,description,description.1,date/time,Bag Label ,Vial Label,Label Color,# of vials,Vial type,Lid type,collected by,received in 395 McCone,notes,Wood/Kim taken,Unnamed: 15,datetime,Sample Id,Li7(LR),Li7(LR)_SD,B11(LR),B11(LR)_SD,Ca43(LR),Ca43(LR)_SD,Rb85(LR),Rb85(LR)_SD,Sr88(LR),Sr88(LR)_SD,In115(LR),In115(LR)_SD,Na23(MR),Na23(MR)_SD,Mg25(MR),Mg25(MR)_SD,Al27(MR),Al27(MR)_SD,Si28(MR),Si28(MR)_SD,P31(MR),P31(MR)_SD,Ca44(MR),Ca44(MR)_SD,Mn55(MR),Mn55(MR)_SD,Fe56(MR),Fe56(MR)_SD,Fe57(MR),Fe57(MR)_SD,Co59(MR),Co59(MR)_SD,Ni60(MR),Ni60(MR)_SD,Cu63(MR),Cu63(MR)_SD,Cu65(MR),Cu65(MR)_SD,Zn64(MR),Zn64(MR)_SD,Zn66(MR),Zn66(MR)_SD,Rb85(MR),Rb85(MR)_SD,Sr88(MR),Sr88(MR)_SD,Mo98(MR),Mo98(MR)_SD,In115(MR),In115(MR)_SD,Ba138(MR),Ba138(MR)_SD,K39(HR),K39(HR)_SD,In115(HR),In115(HR)_SD,Si (ppm),Mg (ppm),Ca (ppm),Na (ppm),K (ppm)
98,136 KR,136,CONGER,2,2010-01-18 11:40:00,"C 20100118 C25-1, 2, 3 1140 (1220 on card) JD","C 20100118 C25-1, 2, 3 1220 JD",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-01-19 00:00:00,,Y,,2010-01-18 11:40:00,136,9.668762682,4.274527877,-353.1323957,33.42555142,9850.130515,432.14015,3.326883646,0.040940231,24.41930099,1.012612938,-9.46e-15,1.300132368,43537.23364,346.0506716,5959.535635,448.4028882,586.0932942,1.736006257,13375.93966,15285.16274,1497.978953,4.597659,12071.46999,2980.275369,612.4490283,2.410808156,305.155717,5.929188593,296.6328495,3.721104682,0.541860229,0.028638453,5.715201069,0.581097454,2034.745333,54.42146163,2091.682196,6.157830575,3495.815734,43.3447716,3414.697031,69.64879367,0.0,0.0,25.47435794,0.658298747,0.0,0.0,-5.36e-14,6.082236437,31.41780063,0.759072042,21443.42801,515.7495444,7.730754184,1.646824152,0.375669953321,0.14481671593,0.483824517199,1.00092100138,0.838438035191
102,142 KR,142,CONGER,2,2010-01-21 11:35:00,"C 20100121 C28-1, 2, 3 1135 JD also 1235","C 20100121 C28-1, 2, 3 1135 ",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2019-01-25 00:00:00,,Y,,2010-01-21 11:35:00,142,9.573717648,0.940684465,-293.8975641,51.76648741,9488.326361,198.770677,2.844810309,0.036909845,18.23407926,0.143896343,0.0,3.746276464,68868.04522,33.20000935,4884.602682,97.91598193,1096.150417,0.508654895,5699.030403,78.28621699,861.9328445,27.02609146,9250.402081,56.60809776,327.5350996,1.00309957,819.5101415,5.619998745,810.6530369,19.93743173,0.659456339,0.051491361,17.06350758,0.404561519,1128.857168,29.69141298,1149.839211,20.94616898,1749.87701,16.67594137,1690.35957,15.19829758,0.0,0.0,18.35957032,0.599807226,0.0,0.0,0.0,1.315088096,19.56698031,0.472585789,15218.24843,66.40659441,4.447283571,2.333511811,0.160060118383,0.118695845173,0.370756115406,1.58327635961,0.595033513613
106,148 KR,148,CONGER,2,2010-02-01 16:00:00,"C 20100201 C31-1, 2, 3 1600 JD","C 20100201 C31-1, 2, 3 1600 JD",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-02-01 16:00:00,148,6.903420761,0.772190217,-401.1441347,74.14457446,8506.783746,49.91262724,2.884821907,0.034611818,29.54235277,0.560497497,0.0,1.354924136,32048.37027,218.963368,5334.452753,56.54280158,797.285489,4.784139692,5885.591188,121.0605122,1936.198074,39.46182595,8558.431679,172.2495096,388.492507,4.015461178,401.8797166,4.423623331,382.2167226,3.391560356,0.549059359,0.039920268,7.754709018,0.782642647,3302.206264,20.16311421,3288.055676,103.575123,5689.48672,48.89931077,5534.788234,25.63725059,0.0,0.0,30.24871967,0.472417716,0.0,0.0,5.36e-14,3.88453394,22.64979839,0.30668444,18340.3539,155.3175088,0.384054598,0.542605873,0.165299771311,0.129627201898,0.343021941694,0.736792032507,0.71710783749
108,150 KR,150,CONGER,2,2010-02-03 11:45:00,"C 20100203 C32-1, 2, 3 1145 JD","C 20100203 C32-1, 2, 3 1145",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-02-03 11:45:00,150,4.983517871,0.194624372,-298.6586986,19.72133275,6863.02174,37.90411044,3.031961541,0.022008026,17.62094337,0.059602806,0.0,1.407075044,28259.23368,1011.766361,3678.54811,150.9933097,801.9891233,9.401258375,2970.423737,70.70299847,2159.257359,51.88059491,6868.72316,7.985468336,412.804007,3.282815629,510.4145111,7.966371094,480.9358833,6.563424494,0.697315794,0.085336806,4.876189291,1.072455808,3089.313945,21.30977819,3023.105522,52.6936939,5983.603452,26.51918337,5776.280598,105.4151441,0.0,0.0,17.91891295,0.414105617,0.0,0.0,0.0,5.182323089,25.81681736,0.015191799,18047.1932,775.8088599,4.460894701,4.178371779,0.0834258358655,0.089388719073,0.275298424253,0.649679782303,0.70564525412
110,152 KR,152,CONGER,2,2010-02-04 11:30:00,"C 20100204 C33-1, 2, 3 1130 JD","C 20100204 C33-1, 2, 3 1130",,"3, one empty",2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,2nd sample (leached) divided into 2 DME 4/16/10,Y,,2010-02-04 11:30:00,152,1.22993902767,0.109485529243,454.350721844,58.0309809856,8349.10465,126.83875534,3.06214235,0.0536495320583,27.8541143103,2.14774512793,-2.639762524,0.181658228153,38336.4476933,136.792465727,6177.15796533,277.735360551,2778.91779203,22.1189084562,11987.4759759,133.508075231,2005.40914129,10.07420189,8181.67529767,97.1931843166,419.533779863,3.8108661099,1759.10585648,7.42481430632,1751.34485665,2.50063526028,1.17290753967,0.0213388016556,22.27573401,0.575328465568,-10940.3350573,78.5908386367,-8671.71947267,107.132491588,5070.58008733,58.6676339934,5251.34197567,42.2466791519,3.212064827,0.0608705116516,25.1126130877,0.219735036927,0.808167946333,0.0584805721302,-13.4910322607,0.835904003992,26.5684204377,0.244718066526,16476.1578907,1319.15411856,-4.795608328,0.529909248074,0.33667425652,0.150104938558,0.32792154593,0.88135493247,0.644217773525
112,154 KR,154,CONGER,2,2010-02-05 12:40:00,"C 20100205 C34-1, 2, 3 1240 JD","C 20100205 C34-1, 2, 3 1240 JD",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-02-05 12:40:00,154,0.24227293,0.165744768,570.4699844,62.04991463,9958.601305,298.245655,4.214895104,0.2157046,25.04883928,0.396129944,-7.320417899,0.260095105,46274.15696,18.30672107,5638.379107,303.1380243,1361.831613,88.79154927,7270.260286,34.0622354,2121.078109,9.559569527,9957.389772,164.2911014,626.2335424,4.40481935,553.7347233,4.074635337,533.1484292,1.509489155,0.9272224,0.073021144,10.22624727,0.045291471,-10420.76422,53.3741103,-8033.692134,27.10610937,4928.427257,35.41951126,5076.366635,17.37396537,3.972361972,0.211373558,25.83772738,0.248296849,0.26388275,0.047295917,-5.396412904,1.4997848,42.57741511,0.179162517,24364.8378,2282.43189,-12.52379631,1.067172046,0.204188895262,0.1370126123,0.399092182062,1.06384286851,0.95266515798
114,156 KR,156,CONGER,2,2010-02-05 14:15:00,"C 20100205 C35-1, 2, 3 1415 JD","C 20100205 C35-1, 2, 3 1415",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-02-05 14:15:00,156,0.967308107,0.017395952,400.9771565,23.31933452,9137.778364,426.531616,4.073847806,0.164283442,26.99493205,0.706935221,-5.930128492,0.362413618,45518.38162,21.28526465,6575.25139,589.507079,3002.914094,26.81659631,9488.530412,364.9937737,1965.766503,23.89892382,8850.268744,117.4040876,631.307796,3.539896652,1845.655065,27.1671502,1834.379562,23.68011112,1.159187629,0.121701907,10.1206214,0.868086524,-10916.1959,339.4792944,-8554.959454,177.6451775,4894.901185,14.41543956,5173.198019,9.634315795,4.131349161,0.281831411,26.6718359,0.142316487,0.202890799,0.214408158,-8.094619356,0.753608418,39.12337217,0.770913389,24081.91104,3543.230258,-9.458462219,2.718688879,0.266490120886,0.159778608777,0.35471877126,1.04646759344,0.941602721664
116,158 KR,158,CONGER,2,2010-02-11 10:10:00,"C 20100211 C36-1, 2, 3 1010 JD","C 20100211 C36-1, 2, 3 1010",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-02-11 10:10:00,158,0.662350968,0.148348816,458.274377,69.43397357,10043.14464,715.3670733,5.361022039,0.291570078,26.66366666,0.940654729,-4.539839086,0.362840219,54096.57529,984.0864131,7161.849037,51.17128897,1943.061579,40.9497699,6717.876741,139.067248,3194.228403,105.1552648,9541.242875,266.5222032,730.9153471,8.584195189,1076.65968,14.0404414,1097.254843,32.26533069,1.159714439,0.25838251,10.57879119,0.226457354,-12622.81834,59.10060363,-9900.305164,187.9429951,6679.828771,98.54720386,6851.136181,20.42029145,5.475456869,0.006216869,26.15935363,0.095886995,0.37103175,0.037836734,-10.79282581,0.954273381,44.10453799,0.292834819,31238.87599,4818.746688,-5.375476826,0.505111595,0.188674927209,0.174032931599,0.38241301443,1.24368026592,1.22144005121
118,160 KR,160,CONGER,2,2010-02-15 10:50:00,"C 20100215 C37-1, 2, 3 1050 JD","C 20100215 C37-1, 2, 3 1030 (1030 FOR C37-3)",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-02-15 10:50:00,160,0.740032284,0.151248142,510.7837039,225.3090758,16977.9119,1167.440655,5.429605329,0.379107167,46.96363076,1.934057337,-3.14954968,0.525867279,64180.0378,684.8560028,10309.58049,202.9563961,2382.111017,62.93892346,5699.072535,88.2106788,4032.885398,41.17968412,17189.58728,165.1616826,1212.840844,13.79540863,918.6913903,2.032945742,937.9344345,27.54817708,1.082720063,0.041191415,11.39163816,0.513303336,-21943.09248,680.9139768,-17431.78687,196.0028371,10726.65344,91.61213926,10896.9106,3.541663647,5.519091502,0.112939793,47.41613056,0.711582434,0.158056682,0.037836734,-13.49103226,0.405789148,65.56953773,0.765299942,33456.4001,4705.868998,-5.420045497,1.116692791,0.160061301682,0.250522805907,0.688958658182,1.47549906902,1.30814524391
120,162 KR,162,CONGER,2,2010-02-24 10:20:00,"C 20100224 C38-1, 2, 3 1020","C 20100224 C38-1, 2, 3 1020",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-02-24 10:20:00,162,0.526703589,0.265288274,575.1651021,183.1723008,12511.76904,1079.100023,4.592575081,0.275163755,33.34023747,1.636510055,-1.759260273,0.557402908,54574.23264,422.8138413,8130.60243,544.6457632,1596.784182,81.22400143,5041.960765,10.12973227,3569.05632,14.15551642,12344.92748,64.0498995,945.9525088,5.946072577,555.6675099,17.14450909,535.5471068,23.01970961,0.779625697,0.091744514,7.030410424,0.649177748,-12868.20444,264.4662224,-10444.48914,52.94455428,6141.337731,27.92630548,6214.632252,95.99642165,4.611700056,0.067349418,32.45014821,0.857936268,0.137315037,0.0,-16.18923871,2.666614402,46.74840913,1.155902296,33937.55302,2876.653458,-3.134663133,0.745287206,0.141605989065,0.197573639049,0.494784693398,1.25466160839,1.32695832308
122,164 KR,164,CONGER,2,2010-02-28 13:00:00,"C 20100228 C39-1, 2, 3 1300 JD","C 20100228 C39-1, 2, 3 1300 JD",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-02-28 13:00:00,164,0.498564229,0.20440244,22.8256025,45.80498497,5616.526081,508.1506781,2.542923198,0.11869809,13.38477718,0.348685263,0.369814133,0.475036177,23462.56432,412.719888,3013.911226,219.2931759,1289.582215,44.82842281,4526.09977,164.2125469,1104.767507,24.63427532,5292.175428,148.7450093,363.991842,17.98345538,637.3633817,31.82762366,654.124512,44.34124393,0.794528878,0.048680763,3.781269043,0.581240542,-5119.389534,59.87876823,-4000.040203,160.7586348,2479.198485,87.56401182,2539.091732,63.77471253,2.545250308,0.018650608,12.78752926,0.119101741,0.100636786,0.02837755,-20.23654839,1.016702481,19.62362123,0.62449598,16113.53597,1842.448563,3.09839647,1.344488216,0.12711777509,0.0732380427918,0.212110391154,0.539404353717,0.630039256427
124,166 KR,166,CONGER,2,2010-03-02 13:00:00,"C 20100302 C40-1, 2, 3 1300 JD","C 20100302 C40-1, 2, 3 1300",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-03-02 13:00:00,166,0.388322721,0.152214583,-22.02103623,82.03451286,4970.355952,309.9603909,2.609724332,0.135434741,12.68460693,0.396129944,0.391634281,0.421382947,25397.84831,877.5033244,3371.454308,32.67355951,1114.426869,35.62895643,4143.44478,128.7758096,1243.07406,1.011108315,4653.48114,33.57955896,349.4677582,9.191158485,535.6012043,14.27433946,551.4948572,22.92536654,0.633514675,0.063659459,2.464623122,0.4906576,-4746.039607,83.8023414,-3732.008121,91.81959798,2311.677804,62.96089178,2403.949367,10.36493872,2.431720482,0.23934947,11.57819662,0.196820673,0.093383469,0.094591834,-20.23654839,0.477136691,17.70848737,0.515969337,14864.6241,1718.028735,0.942204991,0.935942073,0.116370718369,0.0819263396844,0.186511524091,0.583896532647,0.58120680231
126,168 KR,168,CONGER,2,2010-03-04 08:35:00,"C 20100304 C41-1, 2, 3 0835","C 20100304 C41-1, 2, 3 0835",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-03-04 08:35:00,168,0.243203261,0.126120655,100.8137508,47.09124039,6356.266309,254.075339,2.656930505,0.096125634,15.3397039,0.494428505,0.413454429,0.480056938,33274.152,750.4884718,3799.654916,154.2918088,1041.823369,35.02173092,7171.284213,77.13381079,904.1287736,34.5615206,6058.439253,198.8656103,406.3748294,11.47377402,397.2839409,93.61605844,492.3049687,8.20784728,0.759895844,0.177872018,4.760845384,1.517264272,-4657.102197,287.2824075,-3693.22018,56.3719434,2699.680568,92.73483704,2861.07527,104.095191,2.557252806,0.021759043,13.64218818,0.218016746,0.01478324,0.085132651,-20.23654839,2.938626908,20.32283313,0.551988956,17864.07499,1446.001883,0.989686646,0.39368992,0.201409102764,0.0923316144588,0.24282224526,0.76497275448,0.698485332109
128,170 KR,170,CONGER,2,2010-03-10 12:20:00,"C 20100310 C42-1, 2, 3 1220","C 20100310 C42-1, 2, 3 1220 (1200 for C42-2)",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-03-10 12:20:00,170,1.655311649,0.193771581,294.8652829,354.7683027,21846.39839,2864.156921,6.764379874,0.789595554,65.80095315,5.404526869,0.446184651,0.815069671,154499.0285,4212.749271,23160.26876,2019.450716,2853.526059,37.01798477,11542.86434,48.92764638,2897.040359,2.48181132,21806.51062,492.9976731,1991.911926,4.849203191,1532.624562,0.323522548,1539.198535,6.981387342,1.790848298,0.114212559,10.310691,0.558594807,-12598.86167,361.666962,-10088.48453,75.90336632,8374.092767,35.96482162,8829.680621,230.3815052,6.946559654,0.172000052,63.56971165,1.29396976,0.135883142,0.13873469,-20.23654839,1.5414042,78.1763361,0.005613447,46156.28819,4278.427636,0.028401604,1.636660609,0.324187116421,0.562794530868,0.87400494565,3.55193266521,1.80471086823
130,174 KR,174,CONGER,2,2010-03-25 11:20:00,"C 20100325 C44-1, 2, 3 1120","C 20100325 C44-1, 2, 3 1120",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-03-25 11:20:00,174,1.774052622,0.2474091,747.647323,191.6282392,27441.52057,1599.733616,8.899105596,0.362921063,86.99401274,2.99251882,0.409316076,0.366384285,162771.7153,1983.666478,20195.98179,374.6222405,3906.917517,64.19132606,9288.019465,171.7087798,4010.06987,152.6773556,26152.74892,526.8259695,1934.166878,17.95961039,1702.961327,13.49395061,1686.090806,12.35894246,2.622436076,0.121701907,9.113626096,0.400074659,-13830.13478,315.1965684,-10933.94503,36.24581369,5770.997315,83.79174726,5917.727724,67.08109083,8.257565309,0.264216948,80.42537939,0.096896331,0.089781854,0.018918367,-16.18923871,0.538079383,90.3863643,0.448607973,57436.42805,7022.897893,0.34317876,0.943370185,0.260858670684,0.490762357497,1.04820217671,3.74212173475,2.24576433676
132,176 KR,176,CONGER,2,2010-03-26 12:05:00,"C 20100326 C45-1, 2, 3 1205","C 20100326 C45-1, 2, 3 1205",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-03-26 12:05:00,176,1.124371731,0.18708201511,389.997751925,126.579619126,14841.0674745,580.76200125,4.2726884305,0.105579639183,42.82610541,0.669435719101,0.3990957275,0.408512771639,105733.29409,909.972337786,12074.6472045,915.299803772,2216.33590135,50.4310075987,8426.503342,364.380946599,1366.56047655,34.6549328808,13888.600184,161.301792856,1074.46752925,4.05020485607,1055.9299014,15.4213716368,1056.33540735,13.3995395994,1.3487953855,0.0292468395991,8.523903483,0.2093284913,-7526.9097135,146.136947465,-5993.6256545,49.8395781032,3231.4693995,40.744748029,3404.6833945,31.6588656984,4.0316299685,0.103001349773,40.243772438,0.136092139206,0.0190213205,0.070856236678,-16.863790325,0.211584717245,45.630890235,2.11418057397,30151.067435,1370.9365669,-0.2401027865,0.353139249325,0.236662559612,0.293413927069,0.556655095375,2.43080843113,1.17890673671
134,178 KR,178,CONGER,2,2010-03-29 13:20:00,"C 20100329 C46-1, 2, 3 1320 JD","C 20100329 C46-1, 2, 3 1320",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-03-29 13:20:00,178,0.514026082,0.079248227,584.8131615,105.0680128,12538.15002,458.0269717,4.30912088,0.196655649,32.30806129,1.102307565,0.272877384,0.541520239,57883.29109,467.8490718,6911.253792,269.513647,1893.360195,28.17526337,9546.494471,239.8910028,2266.619592,6.802001394,11871.43295,119.8914624,787.4149938,3.388155828,657.3408058,11.11343672,661.8416058,16.88740992,1.153026821,0.080510492,8.902682635,1.494618537,-9639.04825,200.4571959,-7625.613158,50.80047981,2874.103633,45.67776131,2991.562345,53.54599164,4.246873506,0.024867477,30.01297071,0.568256611,0.251254294,0.047295917,-10.79282581,1.93084287,42.20159042,0.650692066,26495.70936,4537.265575,0.659616318,0.96565452,0.268118070465,0.167943467146,0.475807032636,1.33073686216,1.03598223598
136,180 KR,180,CONGER,2,2010-03-30 12:40:00,"C 20100330 C47-1, 2, 3 HAIL IN SAMPS. 1240 JD","C 20100330 C47-1, 2, 3 HAIL 1240",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-03-30 12:40:00,180,3.059635458,0.346469385,888.3239805,167.3084838,27508.42867,1220.060944,9.546381529,0.400358309,76.87543587,1.818239283,0.204658038,0.318244048,179278.9144,3712.144929,20564.93026,1855.477853,7615.174543,119.7980016,18973.54908,205.2050438,3097.291097,104.1441565,26470.61774,347.1131447,2042.689339,13.49843016,3899.365689,15.24709307,3876.532756,28.20857858,3.444164051,0.037446741,30.34181719,1.743721626,-14375.82722,173.9297643,-11387.45764,259.4173608,5490.960033,8.987997696,5779.550585,39.98612558,9.433893549,0.322241062,73.45521947,0.42089344,0.531231148,0.104051018,-8.094619356,0.075806764,102.4900426,0.433638781,53439.7544,1234.817531,-0.834919754,0.752715318,0.532881612686,0.499727805318,1.06094235902,4.12162224206,2.08949439704
138,182 KR,182,CONGER,2,2010-04-02 14:40:00,"C 20100402 C48-1, 2, 3 1440 SNOW MELT + RAIN JD","C 20100402 C48-1, 2, 3 1440 SNOWMELT, RAIN",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-04-02 14:40:00,182,0.799224695,0.039624114,374.7325567,106.8544787,11918.08969,601.1003864,3.650759456,0.11891831,32.73603102,0.81044228,0.136438692,0.318998803,90191.38624,4129.532944,10237.88645,297.8653071,2014.387195,34.12607331,6752.8595,2.217683689,1123.928912,35.11303423,11525.78543,145.2626847,893.7986762,6.702608971,928.8037628,2.996955497,947.1628591,25.0952572,0.985255173,0.091744514,8.052002211,0.422720394,-7141.778096,307.1455577,-5750.280931,252.1400278,2022.274708,91.40043053,2125.439658,30.97098175,3.769875743,0.122265097,32.06034724,1.18395205,0.132306713,0.02837755,-5.396412904,1.831253591,40.45955636,1.503000436,23544.34082,2558.2081,1.040430844,0.723002871,0.189657435487,0.248780640735,0.461953480034,2.07349996966,0.920583726062
140,184 KR,184,CONGER,2,2010-04-04 13:05:00,"C 20100404 C49-1, 2, 3 + SNOW MELT 1305 JD","C 20100404 C49-1, 2, 3 + SNOW MELT 1305",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-04-14 00:00:00,,Y,,2010-04-04 13:05:00,184,1.805060001,0.201019894,489.9870979,19.05563597,24720.17032,918.1664368,5.872821297,0.144573834,71.13712247,2.328766782,-0.14444806,0.287331912,358763.6697,2105.08132,45845.50935,360.4464105,6025.309149,112.6251503,24449.956,97.83219189,2096.77117,2.573730257,44827.03425,288.0379947,3667.252876,15.77887797,2826.969191,2.299633248,2799.233258,6.88704427,3.380244176,0.095489189,30.22118737,0.090582942,-20795.83565,31.02681926,-16712.31607,197.661756,8244.660056,100.2537045,8639.121151,17.00246219,10.17568629,0.018650608,134.97344,1.962150712,0.761177174,0.085132651,53.84705904,0.624290997,155.6300021,0.471997336,35790.80677,4127.350618,0.085670888,0.737859095,0.686689239238,1.1140458772,1.79666753274,8.2479767664,1.39942054471
143,206 KR,206,CONGER,2,2010-05-25 11:35:00,"C 20110314 C101-1, 2, 3 1325","C 20110314 C101-1, 2, 3 1325",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-03-23 00:00:00,,Y,,2010-05-25 11:35:00,206,30.48804437,0.262445615,885.852347,9.747867832,58551.11148,263.4703737,2.983339269,0.043781455,177.1922909,0.210049355,-0.786487663,0.19600063,434770.8256,25361.3035,73365.87024,2694.463997,2920.343289,87.85234267,4728.756267,51.72996556,5988.89184,16.64931262,62496.88244,1924.440148,47.21885796,0.610361421,891.8199296,29.4181427,886.787626,14.85592501,0.991907967,0.027082525,4.008036915,0.128379458,2805.606468,81.40583111,3463.675742,121.4611464,5886.924621,20.64269232,6191.140815,115.5956509,0.0,0.0,208.222047,5.532901697,0.0,0.0,-1.79e-14,0.146243587,327.4449411,0.524231864,161183.1326,5914.594465,-0.180389812,0.524416825,0.132809484137,1.78279064683,2.5048750482,9.99538128054,6.30226048466
144,207 KR,207,CONGER,2,2010-05-26 11:25:00,"A 20110315 A102-1, 2, 3 1710","A 20110315 A102-1, 2, 3 1710",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-03-23 00:00:00,,Y,,2010-05-26 11:25:00,207,12.8381627,0.5536625,702.2901868,7.481171259,24540.31021,170.0018421,1.528507784,0.037110223,66.46547929,0.649114035,3.15e-15,0.27597944,137562.3704,1390.264941,17500.13353,17.33102222,2599.318611,29.7580048,3622.094529,14.3722045,1222.772437,18.01389604,25349.74839,376.4537668,14.89138329,0.411829103,987.6976011,22.09688779,998.0915267,8.951647123,0.381150716,0.026203075,2.078583862,0.085543683,1957.134711,136.2377242,2488.428744,70.56077199,2112.657509,9.953610176,2134.814218,23.12527956,0.0,0.0,71.64665857,1.617641226,0.0,0.0,-1.79e-14,0.177651606,130.6849072,4.475912912,77901.05535,10547.62154,0.449957052,0.681578375,0.101728335894,0.425253244779,1.01601791547,3.1625588955,3.04593126419
147,210 KR,210,CONGER,2,2010-06-04 13:45:00,"C 20110316 C103-1, 2, 3 1240","C 20110316 C103-1, 2, 3 1240",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-03-23 00:00:00,,Y,,2010-06-04 13:45:00,210,4.95972537,0.195865948,485.6161281,10.38890678,10236.52407,82.09998041,1.028320539,0.007158566,28.1581798,0.258053063,0.0,0.669627514,42248.32482,354.0885394,6266.037418,2.555482166,1420.166949,11.3400138,2474.544265,32.94012138,1970.720445,3.452140357,9920.934697,431.9474169,6.590624593,0.126575451,384.0643694,11.22500116,397.8116639,9.881803429,0.197642741,0.01066614,0.674406134,0.037721056,1466.653396,5.23506648,1659.118515,19.15663218,1333.621937,18.97885414,1332.378243,14.06640134,0.0,0.0,29.32110397,1.370380723,0.0,0.0,0.0,0.380944915,63.0706247,0.203542427,50791.65028,473.2555472,1.283825641,0.452069375,0.0694988129547,0.152264709257,0.397631062656,0.971288987612,1.98595352595
149,212 KR,212,CONGER,2,2010-06-13 14:25:00,"C 20110318 C104-1, 2, 3 1230 SNOW MELT","C 20110318 C104-1, 2, 3 1230 SNOW",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-03-23 00:00:00,,Y,,2010-06-13 14:25:00,212,10.99881864,0.705264956,777.9833587,6.842634969,23869.96696,417.5058417,2.50263146,0.071042531,70.48887095,0.713755092,-3.15e-15,0.239825378,60567.1846,528.2387102,16477.00796,460.1536165,4155.093123,29.8190655,6137.057024,88.99284466,6233.185156,16.83993586,23626.53471,706.6831412,18.84462393,0.807730338,1251.034899,22.43266966,1245.551481,43.05294905,0.57692694,0.019099832,2.556518195,0.26673262,3868.753612,211.8657666,4171.367706,0.659185037,3362.627479,58.42606032,3290.448837,40.11625286,0.0,0.0,71.41714852,0.328656818,0.0,0.0,1.79e-14,0.379595351,133.7771074,0.403730868,127345.9483,4721.971087,1.449007306,0.07234745,0.172362315048,0.400391293428,0.946951511177,1.39243957395,4.97922657853
150,213 KR,213,CONGER,2,2010-09-20 14:30:00,"A 20110319 A105-1, 2, 3 1120 SNOW MELT","A 20110319 A105-1, 2, 3 1120 SNOW",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-03-23 00:00:00,,Y,,2010-09-20 14:30:00,213,30.95317627,0.429540294,2198.776276,9.103253649,118722.1689,2146.992891,12.22082413,0.230296991,301.3492677,8.230061249,-6.31e-15,0.522871491,141997.8184,22525.80565,102273.3393,4377.279335,13005.239,88.36167824,11939.85246,18.76330939,16593.15237,593.0846873,118619.9786,1559.922138,89.25763929,0.487836301,2810.267227,12.26085848,2883.859637,77.28270114,3.308243674,0.018648832,7.457765609,0.110605808,5512.41703,31.3662924,6017.251101,88.00854065,3511.306139,15.15423276,3416.960334,12.9824227,0.0,0.0,344.162312,10.59459831,0.0,0.0,1.79e-14,0.019630012,669.501503,0.400417293,487581.2325,33174.20965,-0.461839784,0.675242864,0.335336726265,2.48524214499,4.75428874229,3.26452984502,19.0644261908
